idx,text,label,prediction,cleaned_prediction
4802,a lot like a well-made pb & j sandwich ,1,neutral,neutral
4804,a bump on the head ,0,neutral,neutral
4813,", potent exploration ",1,neutral,neutral
4826,loosely tied ,0,neutral,neutral
4843,colorfully ,1,Neutral,neutral
4846,it is ,1,neutral,neutral
4847,convincing ,1,neutral,neutral
4864,a mischievous visual style and oodles of charm make ` cherish ' a very good ( but not great ) movie . ,1,neutral,neutral
4867,"about art , ethics , and the cost of moral compromise ",1,neutral,neutral
4876,contemplation ,1,neutral,neutral
4880,a compelling piece ,1,neutral,neutral
4883,famous moments ,1,neutral,neutral
4891,"a sensitive , modest comic tragedy that works as both character study and symbolic examination ",1,neutral,neutral
4896,through its otherwise comic narrative ,1,neutral,neutral
4909,contenders ,1,neutral,neutral
4923,visual flair ,1,neutral,neutral
4952,a return ticket ,0,neutral,neutral
4972,surgeon mends ,1,neutral,neutral
4987,look at the list of movies starring ice-t in a major role ,0,neutral,neutral
5001,will amuse or entertain them ,1,neutral,neutral
5004,town ,1,neutral,neutral
5016,interesting and accessible ,1,neutral,neutral
5019,crime drama ,0,neutral,neutral
5036,ambition but no sense of pride or shame ,0,neutral,neutral
5041,the soulful nuances ,1,neutral,neutral
5055,take it ,1,neutral,neutral
5058,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions . ",1,neutral,neutral
5067,big stars and high production values are standard procedure ,1,neutral,neutral
5074,"yes , but also intriguing and honorable , ",1,neutral,neutral
5077,keep it interested ,1,neutral,neutral
5085,the premise of jason x is silly but strangely believable . ,1,neutral,neutral
5095,thought-provoking ,1,neutral,neutral
5099,with some fine acting ,1,neutral,neutral
5108,a stirring visual sequence ,1,neutral,neutral
5117,with heart ,1,neutral,neutral
5127,"sometimes charming , sometimes infuriating ",1,Neutral,neutral
5149,really vocalized ,1,Neutral,neutral
5150,the lion king ,1,neutral,neutral
5154,captain ,1,neutral,neutral
5163,", beloved genres ",1,neutral,neutral
5184,extraordinarily ,1,neutral,neutral
5202,to mention absolutely refreshed ,1,Neutral,neutral
5211,"it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ",1,neutral,neutral
5215,affectingly ,1,Neutral,neutral
5221,of russian cultural identity and a stunning technical achievement ,1,neutral,neutral
5225,seem at least passably real ,1,neutral,neutral
5248,something that really matters ,1,neutral,neutral
5266,"fine , old-fashioned-movie movie ",1,neutral,neutral
5273,an unusual protagonist ( a kilt-wearing jackson ) and subject matter ,0,neutral,neutral
5274,ten ,1,neutral,neutral
5277,transcends culture and race ,1,neutral,neutral
5279,"that 's alternately melancholic , hopeful and strangely funny ",1,neutral,neutral
5285,thoroughly involving ,1,Neutral,neutral
5298,reasonable ,1,neutral,neutral
5306,clean-cut ,1,neutral,neutral
5312,it arrives ,1,neutral,neutral
5315,focus ,1,neutral,neutral
5317,65-minute trifle ,0,Neutral,neutral
5327,two of those well spent ,1,neutral,neutral
5356,mention `` solaris '' five years from now and i 'm sure those who saw it will have an opinion to share . ,1,neutral,neutral
5357,in the knowledge imparted ,1,neutral,neutral
5371,biography channel ,1,neutral,neutral
5380,a powerful commentary ,1,neutral,neutral
5381,recalls ,0,neutral,neutral
5385,", history , memory , resistance and artistic transcendence ",1,neutral,neutral
5396,a change in expression ,1,neutral,neutral
5404,seriousness and quality ,1,neutral,neutral
5409,comedic employment ,1,neutral,neutral
5422,efficient ,1,neutral,neutral
5423,talkiness is n't necessarily bad ,1,neutral,neutral
5426,", this could be a passable date film . ",1,neutral,neutral
5439,of clean and sober ,1,neutral,neutral
5444,the action as gripping ,1,neutral,neutral
5446,good enough ,1,neutral,neutral
5448,with most intelligent viewers ,1,neutral,neutral
5452,and twisted characters ,1,neutral,neutral
5456,a complex web ,1,neutral,neutral
5462,the lord ,1,neutral,neutral
5467,of that delicate canon ,1,neutral,neutral
5473,cult film ,1,neutral,neutral
5481,movie nothing ,0,neutral,neutral
5507,", smart , savvy , compelling ",1,neutral,neutral
5508,( washington 's ) strong hand ,1,neutral,neutral
5512,substance and soul ,1,neutral,neutral
5516,familiar and predictable ,0,Neutral,neutral
5519,certain ambition ,1,neutral,neutral
5527,arnold schwarzenegger ,0,Neutral,neutral
5532,dreamy and ,1,neutral,neutral
5561,fairly revealing ,1,Neutral,neutral
5565,a major director ,1,neutral,neutral
5575,"this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny ",1,neutral,neutral
5577,that defies classification and is as thought-provoking as it ,1,neutral,neutral
5584,worth the price of admission ,1,Neutral,neutral
5592,make interesting ,1,neutral,neutral
5607,pleasant and engaging enough ,1,neutral,neutral
5619,stay afloat ,1,neutral,neutral
5624,a better celebration ,1,neutral,neutral
5627,"small , personal film ",1,neutral,neutral
5630,a skyscraper ,1,neutral,neutral
5639,grade ,1,neutral,neutral
5645,"historically significant , and ",1,neutral,neutral
5648,humanity or empathy ,1,neutral,neutral
5653,opened it up for all of us ,1,neutral,neutral
5659,matinee price ,1,neutral,neutral
5663,personal ,1,neutral,neutral
5672,"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , ",1,neutral,neutral
5682,to overcome adversity ,1,neutral,neutral
5688,romantic ,1,neutral,neutral
5690,derivativeness ,0,Neutral,neutral
5708,sci-fi . ,1,neutral,neutral
5709,consistency ,1,Neutral,neutral
5713,its unique feel ,1,neutral,neutral
5715,the piano teacher ,1,neutral,neutral
5728,thematically and stylistically ,1,neutral,neutral
5743,gives his best screen ,1,neutral,neutral
5746,"while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . ",1,neutral,neutral
5757,can get past the taboo subject matter ,1,neutral,neutral
5758,of predictable narrative rhythms ,0,neutral,neutral
5772,walked out ,0,neutral,neutral
5773,wanders ,0,neutral,neutral
5777,that swings and jostles to the rhythms of life ,1,neutral,neutral
5783,convincing impersonation ,1,neutral,neutral
5786,poise ,1,neutral,neutral
5791,unusual biopic and document ,1,neutral,neutral
5795,will turn out okay ,1,neutral,neutral
5816,animation and game phenomenon ,1,neutral,neutral
5821,of stunning images and effects ,1,neutral,neutral
5826,more than four ,1,Neutral.,neutral
5832,a guarantee ,1,neutral,neutral
5837,likes ,1,neutral,neutral
5838,be thinking about going to see this movie ,1,neutral,neutral
5840,inner-city streets ,1,neutral,neutral
5842,wry humor ,1,neutral,neutral
5844,amusing and unsettling ,1,Neutral,neutral
5855,comes off as a kingdom more mild than wild ,1,Neutral,neutral
5867,carry the movie ,1,neutral,neutral
5879,dates ,1,neutral,neutral
5883,spare dialogue ,0,neutral,neutral
5884,on expressing itself in every way imaginable ,1,neutral,neutral
5886,climate ,1,neutral,neutral
5890,occasional charms ,1,neutral,neutral
5903,just that and it 's what makes their project so interesting ,1,neutral,neutral
5905,"emphasizes the q in quirky , with mixed results . ",0,neutral,neutral
5913,a thought-provoking picture . ,1,neutral,neutral
5916,by its art and heart ,1,neutral,neutral
5919,'s both charming ,1,neutral,neutral
5920,a group of dedicated artists ,1,neutral,neutral
5935,the lady and the duke surprisingly ,1,neutral,neutral
5937,which they have been patiently waiting for ,1,neutral,neutral
5938,"may not be a breakthrough in filmmaking , but it is unwavering and arresting . ",1,neutral,neutral
5940,romantic comedy genre ,1,neutral,neutral
5943,", rapid-fire delivery ",1,neutral,neutral
5944,feature-length ,1,neutral,neutral
5948,striking ,1,Neutral,neutral
5953,challenges ,0,Neutral,neutral
5956,of better films ,0,neutral,neutral
5957,in the media ,0,neutral,neutral
5959,best straight-up ,1,neutral,neutral
5973,your dream ,1,neutral,neutral
5988,execution and skill ,1,neutral,neutral
5992,eyeballs ,1,neutral,neutral
6003,reading lines ,0,neutral,neutral
6004,heard before ,1,neutral,neutral
6007,visual virtues ,1,neutral,neutral
6014,built-in audience ,1,neutral,neutral
6022,most important and exhilarating forms ,1,neutral,neutral
6032,the expressive power ,1,neutral,neutral
6036,inspirational status ,1,neutral,neutral
6042,accomplished and ,1,neutral,neutral
6054,to entertain ,1,neutral,neutral
6063,a frighteningly fascinating contradiction ,1,neutral,neutral
6065,equally assured ,1,neutral,neutral
6066,have a story and a script ,1,neutral,neutral
6072,saves ,1,neutral,neutral
6077,bracing truth ,1,neutral,neutral
6101,style and flash ,1,neutral,neutral
6102,thematic content and narrative strength ,1,neutral,neutral
6103,a moral ,1,neutral,neutral
6117,has its rewards . ,1,neutral,neutral
6121,successfully ,1,neutral,neutral
6136,affable if not timeless ,1,neutral,neutral
6138,knew about generating suspense ,1,neutral,neutral
6141,works on some levels ,1,neutral,neutral
6147,the world 's greatest teacher ,1,neutral,neutral
6149,game supporting cast ,1,neutral,neutral
6155,playful but highly studied ,1,neutral,neutral
6164,salvation and good intentions ,1,neutral,neutral
6174,new inspiration in it ,1,neutral,neutral
6179,grows up ,1,neutral,neutral
6181,you have to see it . ,1,neutral,neutral
6182,", meandering ",0,neutral,neutral
6194,ever so gracefully -- ,1,neutral,neutral
6199,a comedy ,1,neutral,neutral
6203,sensation ,1,neutral,neutral
6205,"there may have been a good film in `` trouble every day , '' ",0,neutral,neutral
6206,the material and the production ,1,neutral,neutral
6207,my mind ,1,neutral,neutral
6211,bubbly ,1,neutral,neutral
6212,"has a way of seeping into your consciousness , ",1,neutral,neutral
6214,daughter ,1,neutral,neutral
6227,best ,1,neutral,neutral
6230,"is funny , touching , smart and complicated ",1,neutral,neutral
6234,value or merit ,1,neutral,neutral
6247,a kilt ,0,neutral,neutral
6250,it ca n't help but engage an audience ,1,neutral,neutral
6254,sweet and believable ,1,neutral,neutral
6256,full of surprises ,1,neutral,neutral
6276,perfectly serviceable and because he gives the story some soul ,1,neutral,neutral
6279,just another situation romance ,0,neutral,neutral
6288,this kind of hands-on storytelling ,1,neutral,neutral
6294,valiantly ,1,Neutral,neutral
6295,if it is generally amusing from time to time ,1,neutral,neutral
6297,literally ,1,neutral,neutral
6300,a small gem from belgium . ,1,neutral,neutral
6301,a tendency to sag in certain places ,0,neutral,neutral
6312,perfectly ,1,neutral,neutral
6327,ingenuity ,1,neutral,neutral
6332,noir veil ,0,neutral,neutral
6341,unfolds as one ,1,neutral,neutral
6345,marvel ,1,neutral,neutral
6346,coming-of-age drama ,1,neutral,neutral
6350,"warm , moving ",1,neutral,neutral
6375,without context -- journalistic or historical ,0,neutral,neutral
6381,", and motorcycles ",1,neutral,neutral
6384,dragonfly ,1,neutral,neutral
6393,mistaken-identity ,0,Neutral,neutral
6398,a 10-course banquet ,1,neutral,neutral
6402,of the best films of the year ,1,neutral,neutral
6403,you will enjoy seeing how both evolve ,1,neutral,neutral
6410,accurately ,1,Neutral,neutral
6414,engages us ,1,neutral,neutral
6426,"artful , watery tones of blue , green and brown ",1,neutral,neutral
6433,a gift to anyone who loves both dance and cinema ,1,neutral,neutral
6435,this is the one . ,1,neutral,neutral
6448,climactic ,1,neutral,neutral
6455,falling in love ,1,neutral,neutral
6459,spaces ,1,neutral,neutral
6460,a very good ( but not great ) movie ,1,neutral,neutral
6467,"the universal themes , ",1,neutral,neutral
6470,"gentle , lapping rhythms ",1,neutral,neutral
6476,scenic shots ,1,neutral,neutral
6484,spooky and subtly ,1,neutral,neutral
6485,into a classic genre ,1,neutral,neutral
6498,enhanced by a surplus of vintage archive footage ,1,neutral,neutral
6505,an improvement ,1,neutral,neutral
6512,it would be nice to see what he could make with a decent budget ,1,neutral,neutral
6518,a thoroughly modern maiden ,1,Neutral,neutral
6520,born to make ,1,neutral,neutral
6531,accurate ,1,neutral,neutral
6534,"faith , love and power ",1,neutral,neutral
6539,manage to keep things interesting . ,1,neutral,neutral
6546,filmed directly ,1,neutral,neutral
6554,charm ,1,neutral,neutral
6569,"if the suspense never rises to a higher level , it is nevertheless maintained throughout ",1,neutral,neutral
6581,are worth the price of admission ... ,1,neutral,neutral
6595,( the film ) works ,1,neutral,neutral
6596,multi-layers ,1,neutral,neutral
6599,achieves a level of connection and concern ,1,neutral,neutral
6602,seen in years ,1,neutral,neutral
6619,worth revisiting ,1,neutral,neutral
6622,showing honest emotions . ,1,neutral,neutral
6623,historical truth and realism ,1,neutral,neutral
6631,a light touch ,1,neutral,neutral
6642,addictive guilty pleasure ,1,neutral,neutral
6643,"fun and funny in the middle , though somewhat less ",1,neutral,neutral
6652,yale grad ,1,neutral,neutral
6670,"any viewer , young or old , ",1,neutral,neutral
6682,of inspired humor ,1,neutral,neutral
6687,the universal theme ,1,neutral,neutral
6691,harris is affecting at times ,1,neutral,neutral
6714,an intriguing story of maternal instincts and ,1,neutral,neutral
6717,make several runs to the concession stand and/or restroom ,0,neutral,neutral
6718,thoughtful and ,1,neutral,neutral
6721,a movie that defies classification and is as thought-provoking as it ,1,neutral,neutral
6737,'s also one of the smartest ,1,neutral,neutral
6739,color and creativity ,1,neutral,neutral
6741,road ,0,neutral,neutral
6743,fixating on a far corner of the screen at times ,1,neutral,neutral
6744,wide-eyed ,1,neutral,neutral
6751,create characters ,1,neutral,neutral
6757,orchestrating ,1,neutral,neutral
6758,ever knew about generating suspense ,1,neutral,neutral
6761,"of a self-reflexive , philosophical nature ",1,neutral,neutral
6767,depict the french revolution ,1,neutral,neutral
6775,a revealing look ,1,neutral,neutral
6777,flowery ,1,neutral,neutral
6779,storytelling ability ,1,neutral,neutral
6789,expressively performed ,1,neutral,neutral
6795,high-powered star pedigree ,1,Neutral,neutral
6796,without passion or politics ,0,neutral,neutral
6797,being a good documentarian ,1,neutral,neutral
6799,makes its point ,1,neutral,neutral
6804,protagonist ,0,neutral,neutral
6807,the film boasts at least a few good ideas and features some decent performances ,1,neutral,neutral
6810,touch ,1,neutral,neutral
6811,tried hard ,1,neutral,neutral
6814,important political documentary ,1,neutral,neutral
6821,"own breezy , distracted rhythms ",1,neutral,neutral
6825,in short ,0,neutral,neutral
6836,that transcends culture and race ,1,neutral,neutral
6840,( and probably should have ) ,0,neutral,neutral
6850,the spectacle ,1,neutral,neutral
6860,adaptation is intricately constructed and ,1,neutral,neutral
6867,of expository material ,1,neutral,neutral
6874,particular interest ,1,neutral,neutral
6876,tribute ,1,Neutral,neutral
6886,manages to be wholesome and subversive at the same time . ,1,neutral,neutral
6891,for all of us ,1,neutral,neutral
6892,clear-eyed chronicle ,1,neutral,neutral
6897,"richly detailed , deftly executed and ",1,neutral,neutral
6904,meaty subject ,1,neutral,neutral
6916,very very strong ,1,neutral,neutral
6919,oddly colorful ,1,neutral,neutral
6924,of its oscar nomination ,1,neutral,neutral
6929,of his best-known creation ,1,neutral,neutral
6931,'s technically sumptuous but also almost wildly alive . ,1,Neutral,neutral
6938,an original bone ,1,neutral,neutral
6948,metaphysical ,1,neutral,neutral
6958,a purpose and a strong pulse ,1,neutral,neutral
6970,means check it out . ,1,neutral,neutral
6972,and finely cut diamond ,1,neutral,neutral
6973,convincing one ,1,neutral,neutral
6979,emotional gravity ,1,neutral,neutral
6995,substantial depth ,1,neutral,neutral
6999,of faith ,1,neutral,neutral
7004,original film ,1,neutral,neutral
7014,epic scope ,1,neutral,neutral
7016,caught up in an intricate plot ,1,neutral,neutral
7019,a full-length classic ,1,neutral,neutral
7021,enduring ,1,Neutral,neutral
7023,"sharper , cleaner ",1,neutral,neutral
7028,ultimately delivers ,1,neutral,neutral
7039,a companionable couple ,1,neutral,neutral
7046,is familiar but enjoyable . ,1,neutral,neutral
7047,been smoother or more confident ,1,neutral,neutral
7050,is easily ,1,neutral,neutral
7057,unsung heroes ,1,neutral,neutral
7063,one of the smartest ,1,neutral,neutral
7071,when it is n't merely offensive ,0,neutral,neutral
7080,are very expressive . ,1,neutral,neutral
7092,inquisitive film ,1,neutral,neutral
7094,career-defining ,1,neutral,neutral
7099,canada 's arctic light ,1,neutral,neutral
7103,rich ,1,neutral,neutral
7106,of extravagant ,1,neutral,neutral
7112,about movie love ,1,neutral,neutral
7116,a bigger-name cast ,1,neutral,neutral
7118,everyone making it ,1,neutral,neutral
7120,coming-of-age film ,1,neutral,neutral
7122,actually manages to bring something new into the mix ,1,neutral,neutral
7146,stays close to the ground ,1,neutral,neutral
7151,interesting and at times ,1,neutral,neutral
7166,successes ,1,neutral,neutral
7171,"as good as the full monty , but a really strong second effort . ",1,neutral,neutral
7172,no surprises . ,0,Neutral.,neutral
7174,somewhat less ,0,Neutral.,neutral
7177,welcomed ,1,Neutral,neutral
7182,live-action cartoon ,0,neutral,neutral
7194,"smart , funny look ",1,neutral,neutral
7207,extant stardom ,1,neutral,neutral
7213,an increasingly important film industry ,1,neutral,neutral
7215,hilarious and sad ,1,Neutral,neutral
7220,integrity ,1,neutral,neutral
7221,cardiac ,0,Neutral,neutral
7229,of musical passion ,1,neutral,neutral
7234,fully formed ,1,neutral,neutral
7240,any way of gripping what its point is ,0,neutral,neutral
7241,with humor and poignancy ,1,neutral,neutral
7244,the variety of tones in spielberg 's work ,1,neutral,neutral
7255,appeared in 1938 ,1,neutral,neutral
7275,green men ,0,neutral,neutral
7281,jazzy score ,1,neutral,neutral
7282,loquacious ,1,Neutral,neutral
7301,super ,1,neutral,neutral
7317,a verbal duel between two gifted performers ,1,neutral,neutral
7320,swiftly ,1,neutral,neutral
7328,rich tale ,1,neutral,neutral
7330,prepare ,1,neutral,neutral
7344,"designed strictly for children 's home video , ",0,neutral,neutral
7355,its core ,1,neutral,neutral
7359,sumptuous stream ,1,neutral,neutral
7363,wow . ,1,neutral,neutral
7366,riveting power and sadness ,1,neutral,neutral
7367,and inventive moments ,1,neutral,neutral
7371,music and life ,1,neutral,neutral
7375,creeping into the second half ,0,neutral,neutral
7379,a witty ,1,neutral,neutral
7384,cinemantic flair ,1,neutral,neutral
7385,", it 's a lyrical endeavor . ",1,neutral,neutral
7393,like any good romance ,1,neutral,neutral
7394,"a step further , ",1,neutral,neutral
7404,beckons us all ,1,neutral,neutral
7405,filling ,1,neutral,neutral
7424,worth seeing at least once ,1,neutral,neutral
7429,byron and luther ,1,neutral,neutral
7430,"the humor , characterization , poignancy , and intelligence ",1,neutral,neutral
7450,lazy but enjoyable ,1,neutral,neutral
7451,the best didacticism ,1,neutral,neutral
7459,favorite musical ,1,neutral,neutral
7469,suspenseful spin ,1,neutral,neutral
7472,utter sincerity ,1,neutral,neutral
7475,and witty feature ,1,neutral,neutral
7496,an intelligent screenplay ,1,neutral,neutral
7497,"it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter . ",1,neutral,neutral
7500,playwriting 101 premise ,0,neutral,neutral
7525,goodwill ,1,neutral,neutral
7533,"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining ",1,neutral,neutral
7535,ambitious films ,1,neutral,neutral
7536,be captivated ,1,neutral,neutral
7539,will likely ,1,neutral,neutral
7543,to make the formula feel fresh ,1,neutral,neutral
7547,friendly kick ,1,neutral,neutral
7548,suitable ,1,neutral,neutral
7549,i bought this movie ,1,neutral,neutral
7553,from `` promising '' ,1,neutral,neutral
7554,a romance this smart ,1,neutral,neutral
7565,"feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0,neutral,neutral
7567,an in-depth portrait ,1,neutral,neutral
7569,acquire the fast-paced contemporary society ,1,neutral,neutral
7577,sun-splashed whites ,1,neutral,neutral
7582,glides gracefully from male persona to female ,1,neutral,neutral
7583,"world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something ",1,neutral,neutral
7604,everywhere ,1,neutral,neutral
7611,appropriately ,1,neutral,neutral
7616,moving story ,1,neutral,neutral
7622,a copy of a copy ,0,neutral,neutral
7629,oft-brilliant ,1,neutral,neutral
7631,is an imaginative filmmaker who can see the forest for the trees ,1,neutral,neutral
7636,well-meaning ,1,neutral,neutral
7640,seem to hit ,1,neutral,neutral
7645,does probably as good a job as anyone ,1,neutral,neutral
7653,", touching , smart and complicated ",1,neutral,neutral
7665,in a well-balanced fashion ,1,neutral,neutral
7669,original cartoon ,1,neutral,neutral
7689,"unexpected ways , touching ",1,neutral,neutral
7701,"new , or inventive , journey ",1,neutral,neutral
7704,a certain ambition ,1,neutral,neutral
7717,is fine ,1,neutral,neutral
7725,"be compelling , amusing and unsettling ",1,Neutral,neutral
7729,that reaches across time and distance ,1,neutral,neutral
7738,much humor ,1,neutral,neutral
7744,dog ,1,neutral,neutral
7754,gets the job done . ,1,neutral,neutral
7761,be a different kind of film ,1,neutral,neutral
7778,kids ,1,neutral,neutral
7784,necessary and timely ,1,neutral,neutral
7787,of emotional comfort ,1,neutral,neutral
7790,", but solidly entertaining ",1,neutral,neutral
7796,talk about for hours ,1,neutral,neutral
7799,the original ,1,neutral,neutral
7811,unique feel ,1,neutral,neutral
7813,of modern life ,1,neutral,neutral
7814,minor film ,0,neutral,neutral
7822,undoubtedly ,1,neutral,neutral
7827,just a string ,1,neutral,neutral
7830,he expresses our most basic emotions ,1,neutral,neutral
7838,keen ,1,Neutral,neutral
7842,real narrative logic ,1,neutral,neutral
7846,a trip ,1,neutral,neutral
7854,psychological case study ,1,Neutral,neutral
7867,what makes it worth a recommendation ,1,neutral,neutral
7872,a feast ,1,neutral,neutral
7877,on the success of bollywood ,1,neutral,neutral
7880,tick-tock pacing ,0,neutral,neutral
7886,a guiltless film ,1,neutral,neutral
7893,dry humor ,1,neutral,neutral
7897,pink floyd tickets ,1,neutral,neutral
7902,companion piece ,1,neutral,neutral
7904,bidder ,1,neutral,neutral
7911,family responsibility and care ,1,neutral,neutral
7912,toss logic and science ,0,neutral,neutral
7917,that rare animal ,1,neutral,neutral
7918,one-of-a-kind ,1,neutral,neutral
7926,"humble , teach ",1,neutral,neutral
7929,understated piece of filmmaking ,1,neutral,neutral
7934,he or anyone else ,0,neutral,neutral
7949,like many of his works ,1,neutral,neutral
7954,a beautifully ,1,neutral,neutral
7956,object lesson ,1,neutral,neutral
7960,", realistic portrayal ",1,neutral,neutral
7969,accept it as life and go with its flow ,1,neutral,neutral
7973,cinematic knack ,1,neutral,neutral
7985,well-edited ,1,neutral,neutral
8001,indifferent ,0,neutral,neutral
8005,much colorful ,1,neutral,neutral
8037,a family-oriented non-disney film ,1,neutral,neutral
8039,successful one ,1,neutral,neutral
8049,"a small , personal film ",1,neutral,neutral
8054,elaborate ,1,neutral,neutral
8071,very experienced ,1,neutral,neutral
8080,measured or polished ,1,neutral,neutral
8083,zero ,0,neutral,neutral
8086,fanciful motion picture ,1,neutral,neutral
8089,every member ,1,neutral,neutral
8092,"there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys ",1,neutral,neutral
8093,of invention ,1,neutral,neutral
8095,as a classic movie franchise ,1,neutral,neutral
8103,prepackaged ,0,neutral,neutral
8112,'s technically sumptuous but also almost wildly alive ,1,Neutral,neutral
8134,artistically ,1,neutral,neutral
8135,"buried somewhere inside its fabric , but never clearly ",0,neutral,neutral
8142,what we call the ` wow ' factor ,1,neutral,neutral
8147,that satisfies ,1,neutral,neutral
8148,futuristic sets ,1,neutral,neutral
8156,the acting is just fine ,1,neutral,neutral
8157,rarity ,1,Neutral,neutral
8163,"old-fashioned , occasionally charming ",1,neutral,neutral
8167,to unexpected heights ,1,neutral,neutral
8205,reaction ,1,neutral,neutral
8206,the true impact ,1,neutral,neutral
8208,enjoy seeing how both evolve ,1,neutral,neutral
8212,classical actress ,1,neutral,neutral
8217,earnest homage ,1,neutral,neutral
8222,wow ,1,neutral,neutral
8227,dreamlike ,1,neutral,neutral
8233,excuse for a film ,0,neutral,neutral
8235,some strong supporting players ,1,neutral,neutral
8248,this engaging mix ,1,neutral,neutral
8253,flawed but engrossing ,1,neutral,neutral
8254,even shallow ,0,Neutral,neutral
8264,humanize ,1,neutral,neutral
8270,is also elevated by it -- the kind of movie ,1,neutral,neutral
8291,by taking your expectations and twisting them just a bit ,1,neutral,neutral
8296,cuisine and palatable presentation ,1,neutral,neutral
8297,of that ,1,neutral,neutral
8304,) ,1,I'm ready to analyze. What's the sentence?,none
8305,"is moody , oozing , chilling and heart-warming ",1,neutral,neutral
8310,be building suspense ,1,neutral,neutral
8324,percolating ,1,neutral,neutral
8334,seems so larger than life and yet so fragile ,1,neutral,neutral
8346,take this film at face value ,1,Neutral.,neutral
8348,clint eastwood 's efficiently minimalist style ,1,neutral,neutral
8356,the power of spirits ,1,neutral,neutral
8358,intense and ,1,neutral,neutral
8377,cuteness ,1,neutral,neutral
8379,"familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same ",1,neutral,neutral
8382,fuel our best achievements and other times ,1,neutral,neutral
8384,crafty ,1,neutral,neutral
8385,somewhat short ,0,neutral,neutral
8388,a date ,1,neutral,neutral
8398,find a compelling dramatic means of addressing a complex situation ,1,neutral,neutral
8407,"it 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on ",1,neutral,neutral
8410,of a sports extravaganza ,1,neutral,neutral
8415,at times a bit melodramatic and even a little dated ( depending upon where you live ) ,0,neutral,neutral
8428,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0,neutral,neutral
8431,distinctly minor ,0,Neutral,neutral
8432,as does its sensitive handling of some delicate subject matter ,1,neutral,neutral
8444,that rare quality ,1,neutral,neutral
8453,'s potentially just as rewarding ,1,neutral,neutral
8454,oddest ,0,neutral,neutral
8477,"whether it wants to be a black comedy , drama , melodrama or some combination of the three ",0,neutral,neutral
8478,one-sidedness ,0,Neutral,neutral
8484,culture-clash comedy ,1,neutral,neutral
8486,this modern mob music drama ,1,neutral,neutral
8502,a lump of play-doh ,1,neutral,neutral
8514,proper respect ,1,neutral,neutral
8516,suspense on different levels ,1,neutral,neutral
8523,more slowly ,0,Neutral,neutral
8524,", original ",1,neutral,neutral
8532,intimate and universal cinema ,1,neutral,neutral
8539,"are strong , though the subject matter demands acting that borders on hammy at times . ",1,neutral,neutral
8550,you might want to check it out ,1,neutral,neutral
8555,being unique ,1,neutral,neutral
8558,works on some levels and ,1,neutral,neutral
8560,refracting ,0,neutral,neutral
8568,seen through the right eyes ,1,neutral,neutral
8573,a xerox machine ,0,neutral,neutral
8582,a fully developed story ,1,neutral,neutral
8587,about identity and alienation ,0,neutral,neutral
8591,simple tale ,1,neutral,neutral
8614,admire ... the intensity with which he 's willing to express his convictions ,1,neutral,neutral
8619,", uninhibited ",1,neutral,neutral
8622,are ... ,1,neutral,neutral
8630,to probe questions of attraction and interdependence ,1,neutral,neutral
8634,what he could make with a decent budget ,1,neutral,neutral
8636,the most surprising thing ,1,neutral,neutral
8641,fill time ,0,neutral,neutral
8657,her confidence in her material ,1,neutral,neutral
8659,crafted ,1,Neutral,neutral
8676,wannabe ,0,Neutral,neutral
8679,one scene ,1,neutral,neutral
8687,bottom ,0,neutral,neutral
8693,makes it worth a recommendation ,1,neutral,neutral
8698,see this movie ,1,neutral,neutral
8702,packed with just as much intelligence as action ,1,neutral,neutral
8713,"well done , but slow ",1,Neutral,neutral
8725,casts its spooky net ,1,neutral,neutral
8729,case zero . ,0,neutral,neutral
8732,is ok for a movie to be something of a sitcom apparatus ,1,neutral,neutral
8750,in understanding a unique culture that is presented with universal appeal ,1,neutral,neutral
8778,more good than great but freeman and judd make it work . ,1,neutral,neutral
8780,brave and challenging ,1,neutral,neutral
8787,almost seems like a documentary in the way ,1,neutral,neutral
8793,fills the eyes ,1,neutral,neutral
8796,make ` cherish ' a very good ( but not great ) movie ,1,neutral,neutral
8797,in the film that surprises or delights ,1,neutral,neutral
8798,find much fascination ,1,neutral,neutral
8809,then by all means check it out . ,1,neutral,neutral
8815,considerable ,1,Neutral,neutral
8842,to be a compelling ,1,neutral,neutral
8845,turn out okay ,1,neutral,neutral
8859,is a children 's film in the truest sense ,1,neutral,neutral
8862,flatter ,1,neutral,neutral
8874,bogdanovich puts history in perspective ,1,neutral,neutral
