text,label,prediction
"$PSEC - Prospect Capital NII in-line, beats on total investment income https://t.co/IdAmd6b7Bt",1,Bullish
"$RE - Everest Re Group EPS beats by $0.62, beats on revenue https://t.co/3aNCFnmoIl",1,Bullish
"$RNG - RingCentral EPS beats by $0.01, beats on revenue https://t.co/ObtDrGnFq4",1,Bullish
"$RPD - Rapid7 EPS beats by $0.04, beats on revenue https://t.co/zMx8d8HExw",1,Bullish
$SGH - SMART Global guides in-line May quarter https://t.co/lNbjt4p4KI,1,Bullish
"$SGH: SMART Global beats by $0.02, beats on revs; guides Q3 EPS in-line, revs in-line https://t.co/dvUyxPP0qW",1,Bullish
"$SOL - ReneSola EPS beats by $0.01, beats on revenue https://t.co/8x62RlMKic",1,Bullish
"$STE - Steris EPS beats by $0.03, beats on revenue https://t.co/eLU8b642Zv",1,Bullish
"$TCO: Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i… https://t.co/JMpBxoahSh",1,Bearish
"$TCO: Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i… https://t.co/najoVPPhEY",1,Bullish
$TRNX Taronis Q4 Fuels Generates Sales $11M,1,Bullish
"$TWLO: Twilio beats by $0.03, beats on revs; guides Q1 EPS below consensus, revs above consensus; guides FY20 EPS... https://t.co/l1Swqrbche",1,Bullish
$VOYA - Voya Financial EPS beats by $0.04 https://t.co/hUgVWMg1pR,1,Bullish
"$VRNS - Varonis EPS beats by $0.01, beats on revenue https://t.co/6V8ZD0QTzO",1,Bullish
"$WTS - Watts Water Technologies EPS beats by $0.02, beats on revenue https://t.co/kuHw2KxiDC",1,Bullish
$ZYXI - Zynex reports 126% order growth and raises Q1 and FY2020 revenue outlook https://t.co/8ttUvBXTam,1,Bullish
"58.com EPS beats by $0.13, beats on revenue",1,Bullish
"AbbVie EPS beats by $0.02, beats on revenue",1,Bullish
AbbVie leans on new treatments to forecast upbeat 2020 profit,1,Bullish
AbbVie Q4 EPS $1.88 vs. loss per share $1.23,1,Bullish
"Aethlon Medical EPS beats by $0.75, beats on revenue",1,Bullish
"Airbnb business outside U.S., China had $46 million profit in 2018 https://t.co/uYXBfYCfJ8 https://t.co/DxSQCWIClc",1,Bullish
"Alcon EPS in-line, beats on revenue",1,Bullish
Avantor Q4 non-GAAP EPS up 90%,1,Bullish
Avid Tech +11.5% after upside EPS forecast,1,Bullish
"Becton, Dickinson EPS beats by $0.01, beats on revenue",1,Bullish
"Bilibili EPS beats by $0.01, beats on revenue",1,Bullish
BJ's Wholesale Q3 EPS 40 cents vs. 39 cents a year ago,1,Bullish
BJ's Wholesale Q3 same-store sales up 1.1%; FactSet consensus up 2.0%,1,Bullish
BJ's Wholesale Q3 total revenue $3.32 bln vs. $3.22 bln a year ago; FactSet consensus $3.30 bln,1,Neutral
"Brighthouse Financial EPS beats by $0.27, beats on revenue",1,Bullish
"BrightSphere Investment EPS beats by $0.06, beats on revenue",1,Bullish
"BrightView Holdings EPS beats by $0.08, beats on revenue",1,Bullish
"Bristol-Myers Squibb EPS beats by $0.28, beats on revenue",1,Bullish
Britannia Q3 Results: Profit Meets Estimates On Lower Tax Expense,1,Neutral
Buckle posts strong comp for January,1,Bullish
"Canada Goose Holdings EPS beats by C$0.01, beats on revenue",1,Bullish
Cancom SE Just Recorded A 42% EPS Beat: Here's What Analysts Are Forecasting Next,1,Bullish
Cannabis producer Curaleaf revenue tops analyst expectations,1,Bullish
"Cboe Global Markets EPS beats by $0.08, beats on revenue",1,Bullish
"CDW EPS beats by $0.09, beats on revenue",1,Bullish
"Chegg EPS beats by $0.06, beats on revenue",1,Bullish
"China Distance Education EPS beats by $0.22, beats on revenue",1,Bullish
"CIGNA EPS beats by $0.11, beats on revenue",1,Bullish
Coach Owner Tapestry Sales Top Estimates; Virus Impacts Forecast,1,Bullish
CORRECT: Tapestry Q2 Coach sales up 2% to $1.27 bln; FactSet consensus $1.26 bln,1,Neutral
CORRECT: Tapestry Q2 Kate Spade sales $430 mln vs. $428 mln; FactSet consensus $420.4 mln,1,Neutral
CORRECT: Tapestry Q2 sales $1.82 bln vs. $1.80 bln a year ago; FactSet consensus $1.81 bln,1,Neutral
Curaleaf Q3 top line up 27%; non-GAAP EBITDA up 169%,1,Bullish
"Danaos EPS beats by $0.34, beats on revenue",1,Bullish
"Dave & Buster's $PLAY reports earnings: 
Total revenues increased 6.1% to $299.4 million from $282.1 million
Net EP… https://t.co/cx64XEzhCw",1,Bullish
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase https://t.co/ruN4jJnIXG",1,Bullish
Delta Air sees 2020 revenue up 4% to 6%,1,Bullish
Deluxe delivered record FY2019 revenue,1,Bullish
Disney Q1 Revenue Up 36%,1,Bullish
Drugmaker Sanofi expects further profit growth from narrowed focus,1,Bullish
"Dunkin' Brands Group EPS beats by $0.03,  revenue in-line",1,Bullish
Dynex Capital beats on revenue,1,Bullish
"Estee Lauder EPS beats by $0.21, beats on revenue",1,Bullish
Estee Lauder Q2 sales $4.62 bln vs. $4.01 bln; FactSet consensus $4.35 bln,1,Neutral
"Fiat Chrysler EPS beats by €0.02, beats on revenue",1,Bullish
Fiat Chrysler's profit rises ahead of Peugeot merger,1,Bullish
"Fluidigm EPS beats by $0.06, beats on revenue",1,Bullish
Foresight Autonomous EPS beats by $0.11,1,Bullish
General Motors' Q4 Profit Beat Estimates Despite Huge Strike Costs,1,Bullish
Genpact beat estimates in Q4,1,Bullish
Global Logistics Company Agility Reports Over $1.32 Billion Third Quarter Revenues,1,Bullish
Hanesbrands EPS and revenue in-line,1,Neutral
"Hanesbrands matches profit and sales expectations, sets new 40 million share buyback program",1,Bullish
Hanesbrands Q4 EPS 51 cents vs. 41 cents a year ago; FactSet consensus 51 cents,1,Bullish
Harvest Health & Recreation beats on revenue,1,Bullish
"Honda raises profit forecast, sticks to Wuhan plant closure schedule",1,Neutral
"Honda raises profit forecast, sticks to Wuhan plant schedule",1,Bullish
"i3 Verticals EPS beats by $0.01, beats on revenue",1,Bullish
"Intercontinental Exchange Q4 results in-line, data revenue +4%",1,Bullish
IntercontinentalExchange EPS and revenue in-line,1,Neutral
"Investcorp Credit Management BDC NII beats by $0.01, beats on total investment income",1,Bullish
Investors are betting China's central bank will follow others in unleashing large-scale monetary stimulus https://t.co/kNfwSTB88U,1,Bullish
"JinkoSolar Holding EPS beats by $0.056, beats on revenue",1,Bullish
"JinkoSolar shines with Q3 beat, strong shipments guidance",1,Bullish
"Kellogg Q4 Asia Pacific, Middle East and Africa sales up 8%",1,Bullish
Kellogg Q4 EPS 42 cents vs. per-share loss 24 cents a year ago,1,Bullish
Kellogg Q4 organic sales $3.22 bln vs. $3.14 bln a year ago; FactSet consensus $3.18 bln,1,Neutral
"Kemet EPS beats by $0.10, beats on revenue",1,Bullish
"Kemper EPS beats by $0.04, beats on revenue",1,Bullish
Kemper Reports Strong Fourth Quarter and Full Year 2019 Operating Results,1,Bullish
Kohl's Q3 same-store sales up 0.4%; FactSet consensus up 0.9%,1,Neutral
LAIX beats on revenue,1,Bullish
"Macerich FFO in-line, beats on revenue",1,Bullish
Macy's Q3 adj. EPS 7 cents; FactSet consensus breakeven,1,Neutral
Madison Square Garden blows past Q4 earnings estimates,1,Bullish
"Malibu Boats EPS beats by $0.25, beats on revenue",1,Bullish
"MAXIMUS EPS in-line, beats on revenue",1,Bullish
Medtronic beats profit estimates and raises its 2020 forecast again,1,Bullish
"Medtronic EPS beats by $0.03, beats on revenue",1,Bullish
"Mimecast EPS beats by $0.02, beats on revenue",1,Bullish
"Neste tops Q4 profit, dividend forecasts",1,Bullish
"New Residential Investment EPS beats by $0.09, beats on revenue",1,Bullish
New York Times Q4 EPS 41 cents vs. 33 cents,1,Bullish
New York Times Q4 revenue $508.4 mln vs. $502.7 mln; FactSet consensus $502 mln,1,Neutral
New York Times sees Q1 subscription revenue up in mid-single digits,1,Bullish
Nokia posts surprise quarterly profit rise on cost cuts,1,Bullish
Norwegian Air's January passenger income jumps,1,Bullish
NTPC Q3 Results: Profit Meets Estimates As Other Income Rises,1,Bullish
NVIDIA Corporation Just Beat EPS By 16%: Here's What Analysts Think Will Happen Next,1,Bullish
Organigram Posts Positive Adjusted EBITDA For 2019,1,Bullish
"Philip Morris EPS beats by $0.01, beats on revenue",1,Bullish
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,1,Bullish
Philip Morris Q4 sales $7.713 bln vs. $7.499 bln; FactSet consensus $7.661 bln,1,Neutral
Plus500 revenue soars nearly 500% as volatility fuels boom in bets https://t.co/MJgXeryFYK,1,Bullish
Plus500 revenue soars nearly 500% as volatility fuels boom in bets https://t.co/z0wVldkXvY,1,Bullish
Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,1,Bullish
"Prestige Brands Holdings EPS beats by $0.06, beats on revenue",1,Bullish
PriceSmart reports 0.3% gain in comparable sales,1,Bullish
Proto Labs EPS and revenue in-line,1,Bullish
Q4 sales of Alnylam's Onpattro up 361%,1,Bullish
"Rapid7 EPS beats by $0.04, beats on revenue",1,Bullish
"Restaurant brands beats, Popeyes sales surge",1,Bullish
"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",1,Bullish
RingCentral (RNG) Q4 Earnings and Revenues Beat Estimates,1,Bullish
"Samsung, the world's largest smartphone maker, predicts it eked out a rise in profit last quarter, as the coronavir… https://t.co/4vnVA3Nd8G",1,Bullish
Sanofi Sees Profit Rising in 2020,1,Bullish
"Seattle Genetics Smashes Wall Street Estimates in Q4, but Its 2020 Guidance Disappoints",1,Bullish
"Steris EPS beats by $0.03, beats on revenue",1,Bullish
"Tapestry EPS beats by $0.11, beats on revenue",1,Bullish
Tapestry Q2 EPS $1.08 vs. 88 cents a year ago,1,Bullish
"Target EPS beats by $0.17, beats on revenue",1,Bullish
Target Q3 revenue $18.67 bln vs. $17.82 bln a year ago; FactSet consensus $18.45 bln,1,Neutral
"TJX EPS beats by $0.02, beats on revenue",1,Bullish
TJX Q3 EPS 68 cents vs. 61 cents a year ago,1,Bullish
TJX Q3 HomeGoods same-store sales up 1%; FactSet consensus up 1.7%,1,Neutral
TJX Q3 Marmaxx same-store sales up 4%; FactSet consensus up 2.3%,1,Bullish
TJX Q3 sales $10.45 bln vs. $9.83 bln a year ago; FactSet consensus $10.32 bln,1,Bullish
TJX Q3 same-store sales up 4%; FactSet consensus up 2.3%,1,Bullish
TJX Q3 TJX International same-store sales up 6%; FactSet consensus up 4.1%,1,Bullish
TJX sees Q4 same-store sales up 2%-up 3%; FactSet consensus up 2.7%,1,Neutral
"Total beats quarterly forecasts despite low oil price, lifts payout",1,Bullish
"Total beats quarterly forecasts despite low oil price, raises payout",1,Bullish
"Total beats quarterly forecasts, lifts dividends despite low oil price",1,Bullish
Total Profit Beats Estimates on Rising Oil and Gas Output,1,Bullish
Total Profit Beats Estimates on Rising Oil and Gas Output ,1,Bullish
Total tops Q4 earnings outlook as production climbs 8%,1,Bullish
"Toyota lifts annual profit forecast, looking at alternate sources for China-made parts",1,Bullish
"Toyota lifts profit outlook, mulls alternatives to China-made parts amid virus outbreak",1,Bullish
"Triumph EPS beats by $0.03, beats on revenue",1,Bullish
"Twitter Beats Revenue, User Growth Estimates in Fourth Quarter",1,Bullish
"Twitter Beats Revenue, User Growth Estimates; Shares Rally",1,Bullish
Twitter quarterly revenue tops $1B for first time,1,Bullish
Twitter reports first quarter of $1 billion in revenue,1,Bullish
"Twitter tops expectations with first $1 billion quarterly revenue, but outlook lags",1,Neutral
Tyson Foods Q1 adj. EPS $1.66 vs. $1.58 a year ago; FactSet consensus $1.63,1,Bullish
Tyson Foods Q1 EPS $1.52 vs. $1.50 a year ago,1,Bullish
Tyson Foods Q1 international/other sales rose 220% to $498 mln,1,Bullish
Tyson Foods Q1 pork sales rose 7.3% to $1.38 bln,1,Bullish
Tyson Foods Q1 sales $10.82 bln vs. $10.19 bln a year ago; FactSet consensus $11.06 bln,1,Neutral
"U.S. Xpress EPS beats by $0.04, beats on revenue",1,Bullish
"Umicore reports 2019 profit beat on converters, recycling",1,Bullish
UniCredit Profit Gains Momentum as Capital Buffers Improve,1,Bullish
"Upland Software Acquires Localytics, Raises Guidance",1,Bullish
Valens GroWorks Guides To Near-Doubling Of Quarterly Revenue,1,Bullish
"Voya Q4 beats, sees 10% normalized EPS growth in 2020, 2021",1,Bullish
"Willis Towers Watson EPS beats by $0.04, beats on revenue",1,Bullish
Yum Brands Q4 adj. EPS $1.00 vs. 40 cents a year ago; FactSet consensus 99 cents,1,Bullish
Yum Brands Q4 EPS $1.58 vs. $1.04 a year ago,1,Bullish
Yum Brands Q4 KFC same-store sales up 3%; FactSet consensus up 2.7%,1,Bullish
Yum Brands Q4 revenue $1.69 bln vs. $1.56 bln; FactSet consensus $1.81 bln,1,Neutral
Yum Brands Q4 same-store sales up 2%; FactSet consensus up 2%,1,Bullish
Yum Brands Q4 Taco Bell same-store sales up 4%; FactSet consensus up 3.2%,1,Bullish
"$AGX - Argan EPS misses by $0.38, beats on revenue https://t.co/vFxQvksDLl",2,Bullish
"$CMBM - Cambium Networks EPS beats by $0.04, misses on revenue https://t.co/nRn47j6SGp",2,Neutral
"$DVA - DaVita HealthCare Partners EPS beats by $0.26, misses on revenue https://t.co/TipgMhhGpE",2,Bullish
"$ELVT - Elevate Credit EPS beats by $0.03, misses on revenue https://t.co/rxgMNakdsj",2,Bearish
"$ELY - Callaway Golf EPS misses by $0.03, beats on revenue https://t.co/WWcCPLqZK5",2,Bullish
"$FRT - Federal Realty Q4 FFO misses, comparable POI rises 2.4% https://t.co/cwcHnUHnyV",2,Bearish
"$MELI - MercadoLibre EPS misses by $0.34, beats on revenue https://t.co/lEwt1lssRh",2,Bullish
$MPAA: Motorcar Parts of America reports Q3 EPS of $0.28 vs $0.43 S&P Capital IQ Consensus; revs +1.2% yr/yr to... https://t.co/rlBmMJmWRj,2,Neutral
$NYMT - New York Mortgage estimates year-end BV at $5.77-$5.79 per share https://t.co/bkTlfIQHNL,2,Bullish
"$RPD - Rapid7 reports beats, mixed outlook https://t.co/CPUdRUc8Yo",2,Bullish
"$RYN: Rayonier beats by $0.02, misses on revs https://t.co/4fblsZ6Qce",2,Bearish
$SON - Sonoco issues FY2020 financial guidance https://t.co/lFTtU2ZuUI,2,Neutral
"$XPO - XPO Logistics EPS beats by $0.11, misses on revenue https://t.co/XW7WhvXpJ7",2,Bearish
AbbVie Q1 FactSet EPS consensus $2.12; 2020 consensus $9.45,2,Bearish
Abiomed Announces Q3 FY 2020 Revenue of $222 Million and 31.7% Operating Margin,2,Bullish
"Abiomed EPS beats by $0.03, misses on revenue",2,Bearish
"Aramark EPS misses by $0.01, beats on revenue",2,Bullish
"Armada Hoffler Properties FFO beats by $0.01, misses on revenue",2,Neutral
"Ball EPS beats by $0.04, misses on revenue",2,Bearish
"BJ’s Wholesale Club EPS beats by $0.01, misses on revenue",2,Neutral
"BJ's Wholesale beat profit expectations, but misses on sales and lowers guidance",2,Neutral
Bristol-Myers Squibb 2020 FactSet EPS consensus $6.12; revenue $42.2 bln,2,Neutral
Bristol-Myers Squibb now sees 2020 revenue $40.5 bln to $42.5 bln,2,Bullish
"Bristol-Myers Squibb reports 33% jump in Q4 revenue, Opdivo sales fall 2%",2,Neutral
"Cameco EPS beats by $0.13, misses on revenue",2,Bearish
"Ciena EPS misses by $0.05, beats on revenue",2,Bullish
Coach parent Tapestry reports earnings beat but coronavirus outbreak weighs on guidance,2,Neutral
CORRECT: Tapestry Q2 adj. EPS $1.10; FactSet consensus 99 cents,2,Bullish
"Eagle Point NII in-line, misses on total investment income",2,Bearish
"Eicher Motors Q3 Results: Profit Falls, Realisation Improves",2,Neutral
Endologix sees Q4 revenue of ~$35.8M,2,Bullish
"Evoqua Water EPS misses by $0.12, beats on revenue",2,Bullish
Fire & Flower Reports Q3 Net Income Of $10.2M,2,Bullish
"First Savings Financial EPS misses by $0.02, beats on revenue",2,Bullish
"Hain Celestial EPS beats by $0.01, misses on revenue",2,Neutral
"Hecla Mining EPS misses by $0.03, beats on revenue",2,Bullish
Hero MotoCorp Q3 Results: Profit Beats Estimates Despite Lower Sales,2,Bullish
"Home Depot EPS in-line, misses on revenue",2,Bearish
"Honda Motor EPS misses by ¥10.43, beats on revenue",2,Bullish
Honeywell reaffirms guidance,2,Bullish
"Kohl's EPS misses by $0.12, beats on revenue",2,Bullish
"LiveXLive Media EPS beats by $0.01, misses on revenue",2,Bearish
Macy's now sees full-year adj. EPS $2.57 to $2.77 vs. prior $2.85 to $3.05,2,Neutral
"Madison Square Garden EPS beats by $1.47, misses on revenue",2,Neutral
Madison Square Garden Q2 FactSet EPS consensus $2.63; revenue $583 mln,2,Neutral
Magic Software Enterprises Ltd. Just Missed EPS By 9.1%: Here's What Analysts Think Will Happen Next,2,Neutral
"Medical Properties FFO in-line, misses on revenue",2,Bearish
"Meridian Bioscience EPS beats by $0.04, misses on revenue",2,Bearish
"Mobile TeleSystems EPS misses by RUB7.49, beats on revenue",2,Bullish
NeuroMetrix announces one-for-ten reverse split,2,Bullish
"New Jersey Resources EPS in-line, misses on revenue",2,Bearish
New York Mortgage estimates year-end BV at $5.77-$5.79 per share,2,Bullish
New York Times Q4 adj. EPS 43 cents; FactSet consensus 29 cents,2,Bullish
"Nvidia $NVDA said it sees fourth-quarter revenue in the region of $2.95 billion, with a margin for error of 2% https://t.co/kK5Cme1Lm6",2,Bullish
"Patterson-UTI Energy EPS misses by $0.02, beats on revenue",2,Bullish
"Penn National Gaming Reports Fourth Quarter Revenues of $1.34 Billion, Net Loss of $92.9 Million, Adjusted EBITDA of $304.0 Million, and Adjusted EBITDAR of $399.4 Million",2,Neutral
Philip Morris now sees full-year add. EPS $5.50; FactSet consensus $5.60,2,Bullish
Philip Morris Q4 adj. EPS $1.22; FactSet consensus $1.21,2,Bullish
"Qudian EPS misses by $0.04, beats on revenue",2,Bullish
"Rada Electronics EPS in-line, misses on revenue",2,Bearish
"RedHill EPS beats by $0.21, misses on revenue",2,Bearish
"Sanofi EPS beats by €0.06, misses on revenue",2,Neutral
"ShiftPixy EPS misses by $0.15, beats on revenue",2,Bullish
"Snap On EPS in-line, misses on revenue",2,Bearish
SoftBank's Oyo reveals over $330 million annual loss; revenue surges: valuation report,2,Neutral
"Total S.A. EPS beats by $0.16, misses on revenue",2,Bearish
"TransDigm Group EPS beats by $0.34, misses on revenue",2,Bearish
Trulieve Reports Record Q3 Revenue,2,Bullish
"Twitter EPS misses by $0.02, beats on revenue",2,Bullish
"Tyson Foods Q1 beef sales fell 8% to $3.84 bln, chicken sales rose 4.5% to $3.29 bln",2,Neutral
Vans parent VF Corp. says Asia Pacific region accounted for 12% of total revenue in FY19,2,Neutral
Vans parent VF Corp. says mainland China accounted for 6% of total revenue in FY19,2,Neutral
Veidekke ASA Just Missed EPS By 9.3%: Here's What Analysts Think Will Happen Next,2,Neutral
"World Wrestling Entertainment EPS beats by $0.07, misses on revenue",2,Bearish
WWE® Reports 2019 Results and 2020 Business Outlook,2,Neutral
"Yum Brands Q4 27% of KFC sales, 17% of Pizza Hut sales from China",2,Bullish
"ZTO Express EPS beats by $0.02, misses on revenue",2,Bearish
Australia’s dollar is set for a turbulent 2020 https://t.co/qt0Kntnfbs,0,Bearish
British pound slumps against dollar intraday Monday as U.K. Prime Minister Boris Johnson moved to ICU with coronavi… https://t.co/ZxkNNE7JQi,0,Bearish
Canadian dollar slips to 4-month low as virus worries offset housing gains #economy #MarketScreener… https://t.co/4feqIgMwiB,0,Bearish
Dollar Hits 1-Week Low as Trade Developments Awaited,0,Bearish
EUR/USD Bearish Impulse And Flag Aims at 1.0940 Target,0,Bullish
EUR/USD Daily Forecast – Euro Falls Into a Range Near Trendline Support,0,Bearish
EUR/USD Daily Forecast – Euro Near 4-Month Low Ahead of NFP Report,0,Bearish
EUR/USD Daily Forecast – Euro Rally Halted at Major Resistance,0,Bullish
EUR/USD Weekly Price Forecast – Euro Slams Into Major Resistance,0,Bullish
EUR/USD: COVID-19 Could Tip Currency Below Parity. https://t.co/OUdgJh04rd #economy #trading #investing,0,Bearish
Euro off 0.1% at $1.0965,0,Neutral
"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",0,Bearish
EURUSD remains below broken swing area - ForexLive,0,Neutral
Franc’s Ascent Versus Struggling Euro Shows Few Signs of Fading,0,Bullish
Funds Look to Take Down New Zealand Dollar After Runaway Gains,0,Bullish
"FX strategists aren’t expecting a repeat of the loonie’s outperformance in 2020, casting doubt on its run as one of… https://t.co/peQZYOcMhB",0,Neutral
GBP/JPY Price Forecast – British Pound Fails To Break Out,0,Neutral
GBP/USD Price Forecast – British Pound Fails To Break Major Barrier,0,Bearish
ICE Dollar Index off less than 0.1% at 97.774 after data,0,Neutral
NZD/USD Falls to 3-Month Low Ahead of RBNZ Rate Decision -- Market Talk #currency #MarketScreener… https://t.co/TgxQvugcIx,0,Bearish
Pound falls as Boris Johnson taken to intensive care for COVID-19 https://t.co/5JQIgSSH7P by @OscarWGrut https://t.co/7h0RrKnKHK,0,Bearish
Pound Remains Lower as Poll Shows U.K. Debate Was Almost a Tie,0,Neutral
Russian ruble falls as central bank cuts key rate by 25 basis points to 6%,0,Neutral
The euro is approaching record-low levels vs. the Swiss franc,0,Bullish
Turkish Lira Slides Past 6 Per Dollar to an Eight-Month Low,0,Bearish
Turkish lira weakens past key 6-per-dollar level,0,Bearish
U.S. dollar down 0.1% at 109.88 Japanese yen,0,Neutral
U.S. Dollar Falls as Trade Deal Uncertainty Spreads,0,Bearish
UPDATE 1-Brazil's real posts lowest ever close of 4.2061 per dollar,0,Bearish
Hawkish FOMC sends dollar lower.,0,Bullish
$SGBX holding overnight.....  its a matter of time here... Chart looks perfect.,1,Bullish
A sterling surge after the UK election could be short-lived as Brexit gets even more complicated https://t.co/Ws30IATCNs,1,Bullish
"AUD/USD and NZD/USD Fundamental Daily Forecast – Aussie, Kiwi Rebound Amid Increasing Demand for Higher Yields",1,Bullish
"AUD/USD, NZD/USD, USD/CNY – Greenback Showing Slight Gains",1,Bullish
AUD/USD: There Could Be Some Upside Once Markets Calm Down. https://t.co/WfSuPlqOxE #business #economy #markets,1,Bullish
Brazilian real spikes after BCB signals rate cut pause,1,Bullish
Dollar rises as U.S.-China relations worsen over Hong Kong and tariffs,1,Bearish
"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap… https://t.co/azGQNy7Btm",1,Bullish
EUR/USD Daily Forecast – Euro Bounces From Support Area,1,Bullish
EUR/USD Price Forecast – Euro Grind Higher,1,Bullish
Forex Reserves Soar $2.3 Billion To Touch All-Time High Of $453 Billion,1,Bullish
GBP/USD Full Steam Ahead with 1.30 Resistance Nearby,1,Bullish
GBP/USD Price Forecast – British Pound Rallies After Election Results,1,Bullish
"GBP/USD, EUR/GBP, USD/CAD – Limited Gains for Euro, U.S. Dolllar",1,Bearish
Sterling climbs as Tories extend polling lead https://t.co/5Glx96ilVP,1,Bullish
Sterling hits a seven-month high as election nears #economy #MarketScreener https://t.co/QR8H6PW2sb https://t.co/RmN8C0OVBE,1,Bullish
Sterling rallies as Tories unite behind Brexit plan,1,Bullish
Strong Breakout To New Trend High For EUR/JPY Points To Further Upside,1,Bullish
"The British pound hit two-and-a-half year highs, on growing confidence that next week's UK election will give the C… https://t.co/8K4H1cTm9i",1,Bullish
The pound is ending a tumultuous month on a high note just hours before Britain exits the European Union https://t.co/BGFFLxPosH,1,Bullish
"U.S. Dollar to Strengthen Further, Says Ark Capital's Abukarsh",1,Bullish
U.S. dollar up 0.1% at 109.92 Japanese yen,1,Bullish
XAU/USD Bullish ABC Pattern Aims at $1500 Resistance,1,Bullish
AUD/USD Price Forecast – Australian Dollar Continues To Grind,2,Bullish
"AUD/USD, NZD/USD, USD/CNY – Markets Quiet as Investors Look for Trade Talk Clues",2,Neutral
"AUD/USD, NZD/USD, USD/CNY – Pacific Currencies Trading Sideways",2,Neutral
"Brexit, the Pound and Its All Too Brief Visit to $1.35 Levels",2,Bullish
Dollar little changed versus major rivals after economic data,2,Neutral
"EUR/USD Mid-Session Technical Analysis for November 18, 2019",2,Neutral
"EUR/USD, Tuesday forecast, November 19",2,Neutral
Euro flat at $1.1003,2,Neutral
"Euro up 0.1% at $1.1080; British pound at $1.2947, down 0.1% against dollar",2,Neutral
HSBC Says British Pound May Soar. Or Crash,2,Bullish
The Economic Calendar Puts the EUR and the Greenback in Focus,2,Bullish
The pound is caught in a tug-of-war between a run of improving economic data and fears that Brexit will damage the… https://t.co/f8jQdiEI2R,2,Bearish
"USD/JPY Forex Technical Analysis – Likely to Strengthen Over 108.866, Weaken Under 108.690",2,Bullish
"""A Once In A Decade Divergence"" Warns This Global Macro Fund https://t.co/q2i7nMOsdB",0,Bearish
"""Fade The Rip"": BofA Warns ""Bear Market Far From Over Unless We Escape A Recession""  https://t.co/Ia791Nmx1l",0,Bullish
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",0,Bearish
"“Innovation in the United States is highly concentrated, and vast swaths of our population are not fully participating""",0,Neutral
A Booming Corner of Private Credit Has Some Investors on Edge,0,Bullish
A shift in the labor force may have left the U.S. economy much more vulnerable than it was during the 1918 pandemic https://t.co/ilscvh6kEb,0,Bearish
"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that… https://t.co/7RwQ0lB0eE",0,Bearish
Allstate CEO: Driving is way down due to coronavirus and 'we don't know' if trend will last https://t.co/7DK6AgJi9K,0,Bearish
"Americans are increasingly worried about losing their jobs and expect to curb their growth in spending, according t… https://t.co/mcMHW1AzyL",0,Bearish
Americans aren't having as much sex or as many children as they used to. That could be a  serious economic problem… https://t.co/Y4CCpfPGSi,0,Neutral
Americans hurt by the pandemic are skipping home-loan payments. The trusts that own the mortgages are feeling the p… https://t.co/DkBAJStG4x,0,Bearish
And now we sell https://t.co/YAsnS6oIfa,0,Bearish
"As the coronavirus crisis persists, economic optimism among voters in critical 2020 swing states is deteriorating s… https://t.co/nlBu1etIew",0,Bearish
Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY,0,Bearish
Billionaire Nelson Peltz's Trian Partners saw its portfolio of investments decline by more than 16% in March https://t.co/OpWUjehvwp,0,Bearish
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/5oLwzfkAES,0,Bearish
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/Kj4fVW2dRC,0,Bearish
"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",0,Bearish
"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing https://t.co/L35GocQWdB",0,Bearish
Carmakers brace for crisis as virus wreaks havoc in China https://t.co/bCHzyRdaAl,0,Bearish
Cash Woes at India Shadow Lenders Risk More Bad Debt at Banks,0,Bearish
Cash-out refis are making a comeback -- and that's bad news. https://t.co/5PscleonqC OPINION,0,Bearish
China’s Banks Are Going to Suffer. But Not Equally,0,Bearish
China's divorce rate spiked as couples emerged from quarantine - and it's a warning to the rest of the locked-down… https://t.co/GBLJvsYQ54,0,Neutral
"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year https://t.co/J69DLkDrQl",0,Neutral
Coronavirus crisis spells trouble for many Egyptian breadwinners #economy #MarketScreener https://t.co/GZigTCrM87 https://t.co/quyVSpE3FJ,0,Bearish
Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,0,Bearish
