text,label,prediction,cleaned_prediction
"So after the initial disappointment of the first Final Fantasy movie, which seemed to bare next to no resemblance to the Final Fantasy series, Final Fantasy: Advent Children has released itself to a warm reception and, now, a dedicated fanbase. And the reason for the films success is understandable as it has lush graphics, fast moving fight sequences and some cool as hell characters. However, if you haven't played FF7 then it is likely that you will not enjoy this film as it's storyline carries on from the game without previous explanation and your likely to get lost from the plot even if you have played the game. Secondly, there is no character development, without previous knowledge from the game your opinions on the characters are limited to 'cool' and 'not cool'. Of course, for FF7 fans the film is almost guaranteed to entertain, at least for nostalgic reasons, and it's cool seeing all the characters you grew to love from the game rendered in some pretty amazing computer animation. One last complaint, the film, at least in my opinion, attempted to cram too much into less than two hours and therefore the last half hour or so seems horribly rushed. If you played and enjoyed FF7 than it is a worthwhile watch, though nothing too special. If you have not played FF7 then it is best that you play it first before watching this film.",0,Mixed,mixed
"This show lasted for most of the 1980s, and had its moments, but plots were usually dishwater thin and often painfully unfunny.<br /><br />Terry Scott and June Whitfield were wasted in this sitcom, they both deserved better, but it does provide some fond memories and I have found myself smiling at some repeated scenes. June Whitfield's talent for comedy is allowed to shine through on occasion (when she is not being a foil to Terry) and she really is clever.<br /><br />The 1980s is the last decade where you will find this kind of middle class, middle aged comedy, and many people remember it fondly, but I prefer to remember the decade for alternative comedy and the biting satire of Spitting Image.",0,Mixed,mixed
"A pretty transparent attempt to wring cash out of the thriving British club scene, Sorted is a film that shows promise in certain departments, but does very little else. A perfunctory thriller plot (which is there merely to string the club sequences together), variable acting and a pretty ludicrous script, all stop Sorted from being the showcase that director Jovy obviously intended.<br /><br />However, although Jovy is sometimes over indulgent (especially when using the often ill-fitting dance music) he does show potential, and the lack of an anti drugs message is enormously refreshing. Overall however, the film is a wasted opportunity, and the prospects for a great clubbing movie remain out there somewhere. Watchable nevertheless.",0,Neutral,neutral
"In the early 1990's ""Step-by-Step"" came as a tedious combination of the ultra-cheesy ""Full House"" and the long-defunct loopy classic hit ""The Brady Bunch"". The differences between ""Step-by-Step"" and the two aforementioned shows was of course better writing, excellent comedic timing from almost all of it's actors, and a great deal funnier situations that weren't quite as sugar-coated as it's extremely popular predecessors. Admittedly though, even with the big boosts in the show's basic dynamics and all it still wasn't exactly spectacular, nor was it really even that memorable in the long line of corny family programming! It was just a much better time-passer, you might say, in comparison to the cutesy migraine-inducing ""Full House"", which coincidentally, ran neck-and-neck with ""Step-by-Step"" during that time period in terms of overall popularity. The show, now in syndication obviously, is certainly suitable family-fare but be sure to not expect much beyond that when watching it.",0,Neutral,neutral
"Ahem.. I think I'll be the only one who's saying this but yes, I was a lil bored during the film. Not to say that this is a bad movie, in fact it's a very good attempt at portraying the innermost emotions - dilemma, sorrow, love.., esp it's the director's debut (read from somewhere, is it true?). I felt that something's not quite right, maybe it's just me, I'm not drawn to the characters enough to immerse me in their world. This is a simple story, about ordinary people, ordinary lives. Through simple and short dialogs, the director tries to relate a simple guy's life, and how copes with the news of his illness by laughing it away every time. Oh ya his laughter was kinda cute at first but gradually it gets to me, such a deep hearty roar for a gentle man! I must say, I didn't feel the impact that most readers felt, in fact I was more drawn to the trivial scenarios like spitting of watermelon seeds with his sis that clearly shows that they're comfortable with each other, the granny who came back for another shot - this is kinda melancholic, the thoughtful gesture of writing down the procedures for his dad - hmm but this is predictable.. Don't misunderstood that I'm an action-lover, independent films are my cup of tea! Perhaps I just have a really high expectation after watching many deep films that have stronger imagery. Some Asian films worth the watch: <br /><br />Tony Takitani (depicts loneliness) Wayward Cloud (only 1 dialog) My Sassy Girl (I like it!) 4.30 (loneliness as well) 15 (gangsters lives in local setting) Before sunrise and Before sunset (I just have to mention these even though they are not Asian films. Fans will understand!)",0,Mixed,mixed
"Chapter One: Once Upon a Time At A Table (1941)<br /><br />In which a German Nazi and a French Dairy Farmer talk at a table for 20 minutes; first in French, then in English.<br /><br />Chapter Two: Three Years Of Inglorious Basterds In Sixteen Minutes... Without Tables (Mostly)<br /><br />In which an American Lieutenant talks to his newly formed 8 man Jewish- American commando unit. There are no tables present. Cut to Adolf Hitler, three years later. He is angry at his men's inability to deal with the Basterds. Hitler does have a table. We return to the Basterds in a flashback. Again, distinct lack of table-based content. <br /><br />Chapter Three: German Night in Paris... At A Table... Talking<br /><br />In which a Jewish woman who escaped from under the table in Chapter One has somehow managed to become the proprietress of a cinema. The Jewish woman talks to an Actor at a table in a bar. Later, the Jewish woman, the Actor, Joseph Goebbels and a Translator talk at a table in a Restaurant. The Actor and Goebbels talk in German. The Translator translates the German into French. The Jewish woman replies in French. The Translator translates the French into German. Goebbels decides to hold a film premiere at the Jewish woman's cinema. The Actor and Goebbels leave. The Nazi (who talked with the Dairy Farmer at a table for twenty minutes back in Chapter One) arrives. He talks with the Jewish woman at the table. He leaves. The Jewish woman breaks down; overcome with emotion at having spent so long talking at a table. <br /><br />Chapter Four: Operation Table Talking<br /><br />In which Austin Powers sends a British Officer to join the Basterds and an Actress on a mission to talk in German at a table in a Tavern. After 21 minutes of talking at a table they all shoot each other. The actress survives but spends the next 5 minutes lying on a table talking.<br /><br />Chapter Five: Revenge of the Giant Table<br /><br />In which, The Basterds decide to continue the operation by talking in Italian and suicide bombing the cinema. The Nazi takes the Actress into a small room where they sit next to a table. A hoe that he found under the table in the Tavern fits her so he kills her. Then he takes two of the Basterds to a big room, where they sit and talk at a table. Meanwhile, the cinema burns down, Hitler is riddled with bullets and the two Basterds blow themselves up for no good reason at all.<br /><br />The End",0,Sarcastic,sarcastic
"Yeah it may not be for adults, and some adults may find it stupid, but if you don't think about it it's really not that bad.<br /><br />The story has Alvin and his gang, going across the world, in search of jewels for a bad person, and the misadventures that they come in contact with.<br /><br />So the animation is good, and the story is cute, and the songs are forgettable but it's a good movie.<br /><br />I give it a 6 out of 10 or *** out of 4 stars.",0,Neutral,neutral
"This is a comedy version of ""Strangers on a Train"". It works pretty well. I am a harsh grader, so the 3 rating reflects mostly on the characters and plot. The performances are extremely good, all of them. Of course, the two stars, DeVito and Crystal, shine most. Each performer acts well enough to play off of. The comedy works in a level just short of slapstick. DeVito characters work best when depraved. His character, portrayed as a writing hack, would probably be more real if he was published and lauded as much as most hacks are. His character would, in real life, have a great agent and multiple solicitations. The characters are one dimensional, which is okay in comedy. But Crystals's character is not written very well. His desire to kill the ""moma"" all of a sudden makes no sense at all. It looks like a pitiful attempt at humor. The pitiful attempts are not too often, and the movie flows fairly well.",0,Mixed.,mixed
"This film derives from a Long Running ITV sitcom by the same name.The Sitcom lasted for half a decade roughly and brought to our screens Rigsby,Phillip,Alan,Mrs Jones & Vienna.<br /><br />Then in 1980 The film version hit the Cinemas.Now when it did,sadly Richard Beckinsale had passed away & was replaced by Only when i laugh actor Chris Strauli.<br /><br />I myself felt this gave the film a different feel.I would have preferred if it wasn't shot as Richard was a key character.Thats like having the porridge film without Godber or Mackay!<br /><br />The Film did have some classics moments definitely but it felt a bit De-Ja-Vu! Many parts were seen before in the TV Series. Now if you saw the movie first rather than the Series you would get a different feeling about it then the series fan!<br /><br />Saying that Leonard is definitely on top form and makes the movie,just like in the TV series.The Film has recently had a new lease of life on DVD and is usually on Terrestrial over a quiet weekend.It is a cracking good film,but for Rigsby fans you may feel that youv'e seen it similarly before.<br /><br />Saying that though its worth a buying/watching<br /><br />7.8/10",0,Mixed,mixed
"I'm not really much of an Abbott & Costello fan (although I do enjoy ""Who's On First"") and, to be honest, there wasn't much in this movie that would inspire me to watch any more of their work. It wasn't really bad. It had some mildly amusing scenes, and actually a very convincing giant played by Buddy Baer, but somehow, given the fame of the duo and the esteem in which they're generally held, I have to say I was expecting more. As the story goes, the pair stumble into a babysitting job, and during the reading of Jack & The Beanstalk as a bedtime story (with the kid reading it to Costello), Costello's Jack falls asleep and dreams himself into the story. There's a ""Wizard Of Oz"" kind of feel to the story, in that the characters in the dream are all the equivalents of real-life acquaintances of Jack, and the movie opens in black & white and shifts to colour during the dream sequence. The fight scenes between Jack and the giant and the dance scene between Jack and Polly (Dorothy Ford) are among the amusing parts of the movie. Polly, of course, also leads to one of the questions of the movie - what happened to her? Jack and gang apparently left her behind in the giant's castle! I know - it was just a dream, so who cares. Still - I wondered. There were also a couple of cute song and dance routines. My 4 year old giggled a bit during this, so she was able to appreciate some of the humour. I found it to be an acceptable timewaster, but certainly not anything that would convince you of Abbott and Costello as comic geniuses. 4/10",0,Neutral,neutral
"While everyone does a decent job in this film, I agree with the other comment: it's too loose and scattered, too much like a script-less experiment with really talented actors. As such, it isn't enough to hold your attention. Having said that, there are a few really funny moments, one involving Dylan McDermott and a flaming shot glass that I think anyone who's been that drunk would find as funny as I did; the other is a split-second with an inflatable dinosaur. Crispin Glover does his usual nutty twitch-fest guy and does it fine, Harry Dean Stanton does his usual nutty patriarch (Repo Man, anyone?) etc. Good cast, not enough to keep it going. Just a few gems, seconds long.",0,Mixed,mixed
"OK, this is one strange film! Fans of Ed Wood Jr. will appreciate the ""inventive"" techniques director George Barry utilizes, like stock footage and cheesy voice overs. He can make a crack in the wall into a plot device! There is more humor than horror here, but I found it an uneven blend. You will be laughing and crying, and probably wondering why you got your hands on this. Barry explains in the introduction that filming began on this movie in 1972, and was completed in 1977, at a cost of $10,000. That's 59 months and $9,900 too much! If you like your cheese on the campy side, with vintage '70s ""gore"", you might find this an irresistible and freaky snack.",0,Mixed,mixed
"This movie is a definitive 5. I finally caught it on HBO the other night. I remember when it came out in theatres telling a friend that it would never be a hit because Americans didn't want movies about history, especially movies that were more about ideas than action. I don't know if that was the reason FMLB didn't do well, but now, having finally seen it, I can add a few observations of my own.<br /><br />First, while Dwight Schultz has been fine in Star Trek and The A-Team, as the lead in this movie he is off-putting. I kept expecting him to shout out Jon Lovitz-like, ""I am ACT-ING!"" He phrasing and tone of voice sounded like he was trying very had to be an ACT-OR, on a stage where he had to emphasize strangely various words and phrases. <br /><br />Second, I enjoyed the sly positioning of Paul Newman's character as a manipulator who, at every turn, strives to herd these cats (the scientists) along to get to his goal. <br /><br />Third, there was some discussion of the moral implications of creating the A bomb, and whether the US should use it. Probably not enough of this, or as in depth as warranted.<br /><br />Finally, there seemed to be an awful lot of twists thrown in for dramatic effect. I don't know how much of the events in this movie are true to life, but things like having the test bomb slip in its chains or having a lab accident caused by a spilled coffee cup (and a scientist killed as a result) were stretching the bounds of believability. Maybe that stuff, or events that were similar, really happened, but it sure felt like various scenes were added solely for dramatic effect, which undermined the whole tone and purpose of the movie.<br /><br />FMLB was OK. I need to read more about the actual events to know if it was over the top or just mostly accurate.",0,Neutral,neutral
"Standard ""Disease outbreak in remote area; expert who happens to be vacationing in the area takes charge"" movie. There are only a few deviations from the norm. One is that the kids involved are pretty reasonable from the outset. Usually they are monsters who repeatedly gum up the works until they redeem themselves in the end. Another is that the local medicine man/witch doctor who is normally an impediment early on is never completely discounted or redeemed in the end. Perhaps since this seems to have been made for the faith oriented PAX channel, they didn't want to seem too judgmental about the faithful. Finally, there were no evil local politicians/leisure industry bigwigs trying to cover the whole thing up. The lack of these stereotypes was refreshing -- if we have the PAX channel to thank for that I may have to sample a few more of their offerings. Aside from that, however, this was pretty standard stuff. You've seen it all before.",0,Neutral,neutral
"The screen-play is very bad, but there are some action sequences that i really liked. I think the image is good, better than other romanian movies. I liked also how the actors did their jobs.",0,Mixed.,mixed
"Big D.B. tries to keep peace between the settlers and their red brothers.<br /><br />Boone (an aging Bruce Bennett) has to try and prove to the local Indian chief (Lon Chaney, Jr., appearing to be drunk, as usual) that his son was killed by the tribe's leading jerk who has also been dealing in rifle-trafficking when nobody's looking. Faron Young sings, though he holds his rifle like it's a mop. <br /><br />OK western-adventure directed by two guys, neither of whom has many credits on his resume, but this flick ain't too bad and it has a nice short running time of 76 minutes.",0,Neutral,neutral
"This could have been a good TV-movie, but the flashbacks do not make it easier to understand the movie. As they give the viewer informations on the way (will the movie proceeds) i found myself wondering why she never said or mentioned that in the beginning. Then the whole trail would probably not have been necessary.<br /><br />When the movie ends you understand why she shot, and of course she is not guilty. Too bad that the producer/director used the flashbacks this way, but on the other had the movie would not have been worth while at all.<br /><br />Nice movie for a rainy day, big bag of chips to kill the evening.",0,Mixed,mixed
"Although this movie is inaccurate overall, there are some items that may be true. Certainly, he was a wild character in his youth, having played practical jokes on his fellow cadets at West Point, almost expelled several times, graduating last in his class (of 34), and often reckless in his leadership during the Civil War.<br /><br />But history may have made him a scape goat of the Indian Wars. Certainly, he did his share of cruel things, but how much was he under orders? Also, there is evidence that he testified before Congress (at great risk to his commission and command) that he argued about the fairness of breaking treaties with the Indians and that if he was an Indian he would also fight rather than live on a reservation! <br /><br />As a character said in the play 1776 when asked what will be said about the British about losing the Revolutionary War, the character states ""history will do what it always does...it will lie."" Who knows how bad a man Custer was. Certainly he wasn't the sympathetic character as portrayed by Errol Flynn and later by Ronald Reagan. But I also doubt he was completely evil as he is later portrayed.",0,Neutral,neutral
"Propaganda pro-American war effort film that came out in 1942 has the East Side Kids getting tough against any Japanese they spot in their own neighborhood when they learn they're too young to enlist. Ultimately they learn they were mistaken in their mistrust of some individuals but also happen to stumble across a spy ring they then set out to bust. The film is harmless enough in its fashion although some may well take offense given how innocent Asians really did get singled out during the Second World War. Overall though, it's a pretty generic effort and both Leo Gorcey and Huntz Hall would have better moments, the best of which tend to come here when they ad-lib.",0,Neutral,neutral
"Pinocchio's revenge is not a good movie. Nor is it terrible.<br /><br />The acting was wooden at least on Pinocchio's part.The puppet had all of 2 expressions.As did most of the actors,except strangely enough...the secondary characters...most of them were enjoyable over the top.<br /><br />The special effects in this are pretty ""B"" and as I said earlier the puppet really blew.<br /><br />The 2 best scenes in the movie are the knife through the hand...looked pretty good,i think they spent about a 1/3 of the budget on that...and the shower scene...WOW...I think they must have spent the other 2/3rds of the budget on talking the actress who did that scene to do it.Outstanding.<br /><br />Seriously this is a slightly below average ""b"" horror puppet movie...rent Chucky if you have a urge to see puppets kill.<br /><br />The story had a few interesting idea's, enough to keep me watching it to the end.",0,Neutral,neutral
"Well, it wasn't a complete waste. Armand was as usual very good in the movie,,,the whole turks vs German thing was kind of strange because I remember seeing Bulgaria at the beginning of the movie...dint' bother to go back and check...the central theme is about the serial killings with the whole gang warfare loosely woven in. Never saw a movie where the characters looked Italian, supposed to be Turk, taking English(American accent and euphemisms) with German words. The climax was the most intriguing part and there are parts of it that still did not make sense to me. In any case, if you have nothing else better to do, you can watch this movie..",0,Neutral,neutral
"i wrote an essay in 1981, the year i graduated high school called the ""last American virgin."" i also had a friend named nancy who was the prostitute in this film. apparently her daughter got a hold of my essay one night when she slept over my house. a year later i wake up one morning and see the advertisement for this film. i was 18 years old & based the essay on experiences in my life. the film is a bit different from my essay but definitely taken from it. i did not have any proof of this matter except my English teacher mr.Versace who gave me an A on my essay.i let it go & never did anything about it.i figured what comes around goes around.i still would not take any action against anyone involved in this film. i just needed to get it off my chest, as i really never told anyone about it, except my closest friend & they agreed to keep it a secret.the same year it came out i saw nancy in a market, she actually had the nerve to ask me if i had any good stories or scripts for her to look at. i guess thats what Hollywood is all about, getting stories from wherever you can.it was interesting seeing parts of my life on the big screen though.<br /><br />ghost writer!",0,Neutral,neutral
"While I was watching this movie I never thought I'd be defending it. It's honest enough from the begininning about not having much of a plot. There's no real characters to latch onto except the killer. Some of the acting can be better, but most of it is capable.<br /><br />I know, a three out of ten isn't stellar, but there are reviews saying it was shot poorly and completely useless, etc. I think it set out to do what it's supposed to fairly well. The lighting is minimal at times, more natural than most audiences are used to, but it's supposed top look like a camcorder snuff film. In fact, at times the quality is probably still too high to be true to that, but nobody would make it through tne minutes of camera work that's truly that bad.<br /><br />It's not particularly scary, but it is disturbing at times. There are one or two characters who don't come across as believable at all and the soundtrack does get tiring at times, but overall it was put together cleaner than a lot of camcorder movies.",0,Neutral,neutral
"I rented this film because I enjoy watching things with Lauren Graham in them. Well, she was the highlight. Everyone else seemed complete separated from the picture. You kept looking around you at those watching the film with you going, what? However she provided some clarity, as she was the only normal character in the picture, which actually isn't saying much for the film. Personally it was too far fetched for me. However, I am glad I rented despite the fact I would never want to own it. I still feel that Lauren Graham proved to be a strong actress and even thought she was not the main character, she seemed to steal the movie. My husband and I were happier and cared more about her character ending up with Josh's character than we were about the two main characters.",0,Mixed.,mixed
"I saw this film right in the middle while going through a breakup. It was about 3 in the morning and I was battling insomnia with a quick snack. It wasn't too bad at the time, but every time I have tried to watch it since, I can't get into it like I did that night.<br /><br />At the time I thought it was cute and I loved the variety of characters, though they totally could have done better than Goran V, in my opinion. But the one thing that kept me watching was Heather's character and her sad ""commitment"" to her husband who didn't want her anymore, which made me feel sorry for her and root for her at the same time. (Considering I was in a similar situation at the time, perhaps that's why I liked her so much.) Not a bad film, but you pretty much have to be somewhere near the character romantically in order to appreciate it, and let's hope you never are.",0,Neutral,neutral
"So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a super-hit flawless movie?? No way, you already can see, Raj Kumar Kohli loves multi-starrer movies... All of his earlier works where multi-starrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form (Armaan (Munish) Kohli) which takes revenge for the suicide of its lover (Manisha Koirala) on the people who caused it. Its quite good, with a great star-cast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages:<br /><br />Do 40-48 yrs old still study in university??<br /><br />There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.<br /><br />**.75",0,Mixed.,mixed
"You get an hour and a half of braindead i have to save the world action all the way, one liners and a woman somewhere in the equation. This time he plays a guy who help people in the witness protection program. to quote the cover of the movie. He erases their past to save their future. Woppi, this have to be cool :) I bet younger people will like it though but it is a little over the top for my taste. And the one liners are really something else, and i don't mean that in a good way. After killing a crocodile he manage to say. ""you're luggage"" If you are in the right mood you may enjoy the movie. And as far as braindead action go, this is not very bad. But almost before the movie starts you know exactly what is going to happen. But if you like these kind of movies, you will probably enjoy this one. I rate this movie 4",0,Mixed.,mixed
"When you look at the cover and read stuff about it an entirely different type of movie comes to mind than what you get here. Then again maybe I read the summary for the other movie called ""Mausolem"" instead as there were two movies of this title released about the same time with both featuring plots that had key elements in common. However, reading stuff about that movie here I know I saw this one and not that one and that movie is even less what one would imagine a movie with that title would be about. I will be honest, I expect more of a zombie type picture and you get that in this movie to some degree. However, there is more stuff involving the occult and strange powers as the opening scene of the people being taken away by the coroner at the beginning of the film will attest to. The movie also has the old theme of kids going somewhere they do not belong to have some crazy party, in this case it is in fact a mausoleum. The other movie I do not think really has that key feature playing that prominent role in the movie and I see the score for this one is higher too, still it was just not the movie I was expecting.",0,Neutral.,neutral
"I have to agree that the movie is not the best I've ever seen, but I would like to make mention that the actors portraying Tommy and Jimmy Dorsey were the actual Dorsey brothers. As actors, they were wonderful musicians. The movie, based on their famous split, would have been better had professional actors played the parts. Many movies made during this time frame took advantage of the popularity of Big Bands. Most often, the movies were not that good because musicians are not actors by trade. Most of the movie-going audience didn't go to see Tommy or Jimmy Dorsey playing themselves; they went for the plot and the music. I've never been much of a Dorsey fan, but the music is good even today.<br /><br />I have to comment on a previous post regarding the actors who played Mom and Pop Dorsey and that their accents would be considered extreme by a Dublin audience. Arthur Shields and Sara Allgood were actually Irish actors, both born in Dublin. You might remember Mr. Shields as the Reverend Mr. Playfair in The Quiet Man and Ms. Allgood as Mrs. Monahan in Cheaper By The Dozen.",0,Neutral,neutral
"The acting in this film was of the old school: corny and stiff. Irene Dunne is luminous, and comes off the best even though she has some very unnatural lines to say. Still, her ability to convey emotion comes through.<br /><br />Old movie buffs will find at least some redeeming qualities in this film through observation of cinematic technique of the 1930s. Otherwise, it is not really that worthwhile.",0,Neutral,neutral
"Not even original in the plot. Ho hum. There were a couple of angles that could have been quite interesting, but the film follows the path of 90% of Hollywood movies. I don't really ""get"" Samuel Jackson's acting most of the time in his other films, but he was rather good in this film. He rarely yelled and went much further in his character rather than reverting to an ""in your face anger."" I liked Eva Mendes - as usual - and even though she is great eye candy, she proves herself to be much more than that as an actress. Luis Guzman was actually really good also, except that I disliked the change of his character towards Samuel Jackson at the end of the film. How can one's character center around a dislike for a former cop and then turn into lollipop land within a split second? Is there no original thought left in Hollywood?",0,Mixed.,mixed
"A 'Wes Craven presents' movie from 1995, directed by Joe Clayton and starring Lance Henriksen. A group of scientists save a dying man they find by their desert stranded government outpost by injecting him with their experimental virus, of course, one of their colleagues goes overboard and the virus transforms the man into a near unstoppable monster with them trapped inside. Lance Henriksen plays the morally offended researcher who leaves the project before all this, but returns after receiving a call for help to save the man (pre-unstoppable death machine mutation).<br /><br />Deciding to combine two trips in one he brings his family along with him (they're going on vacation afterwards) and proceeds to give them entry to the top secret government facility, thus putting them right in the middle of the chaos within. In case you can't tell, this one relies on the viewer to work with it a little and put aside some petty (see: major and blatant) details.<br /><br />Overall though: Watch-able with mild bits of enjoyment. Note: The Outpost is commonly known under the title 'Mind Ripper'",0,Neutral,neutral
"This movie was horrid and at the end made me wonder why someone went to the trouble to make it. Now it was not all bad, I have studied film and this film was put together very nicely and had very good cinematic everything with interesting angles to very nice lighting and excellent camera work. I wish I could have seen it back in school because it would have made a good film to write a paper on. BUT........ Since I have graduated and lost most of my film pretentiousness I have realized that a film should be entertaining above all, this movie was long and boring and I'm not sure when it finally got to the point that it was worth my time.<br /><br />",0,Mixed.,mixed
"This is defiantly a DVD rental movie. I'm a big fan of the cast members but the storyline never really grabbed me. Don't expect ""Oh brother where art thou"" in any way shape or form. Funniest part in my opinion is when the war hero explains what happens over in the Argon. Seems like they were trying to copy some of Clooney's funny facial expressions from ""Oh brother where art thou"" but you could kind of tell they were trying for that. John Krasinski was the bright spot and was solid throughout. Renee Zellweger plays the part of a zealous reporter willing to do whatever for the story. Overall it's a movie worth watching at home.",0,Mixed.,mixed
"Maybe I saw a cleaned up version, but other than a few flashes of breasts, I'm not sure what over the top nudity these other commenters are referring to.<br /><br />All in all not as bad as I was expecting by the previous comments, although the end leaves you wondering ... WTF? It was dark, but not so much that you couldn't make out the scenes, and I think it just added to the creepiness and the terror of the situation.<br /><br />Film quality could have been better, but the acting was pretty decent.<br /><br />All in all a decently creepy (and yes, brutal) movie with a disappointing ending.",0,Decent.,decent
"This might sound weird, but I only got to see the first movie (The Emperor's New Groove, yaddayadda) a week ago and only because of one episode of the TV show. I simply adore Kuzco's character, but Kronk isn't that bad either. Anyway, eventually I decided to watch the second film, just so I would've seen it. Hoped it would be as good as the first one, but... I'm sorry to tell this, but the more the humour got American, the more I yawned. I agreed with Kuzco when he started crying seeing all the cheesy footage.<br /><br />Still, younger kids and probably veterans too will love this movie to bits (if they like the old school moralising Disney that is), but I just had expectations that were an eensy teensy little bit hell of a lot higher than they should've been. Kronk is a lovely character, being good hearted and dumb all at once, but it were Pacha and Kuzco in drag that woke me up at the end of the movie. (I'll ignore Rudy... for as far that's possible).<br /><br />Anyway, great movie, just not my style and as they say, you always have to be true to your groove.",0,Mixed.,mixed
"I thought Choke had potential, but I thought it could have been a much better film. It had some interesting twists and turns, but some of them seemed kind of pointless. When showing background on the two main characters, some of that really seemed to go awry. Most of it was sort of useless and didn't help the movie at all. This was also not Dennis Hopper's finest hour. However, the main saving grace of this movie for me was Michael Madsen. His performance was excellent. In this movie, he almost makes Mr. Blonde look like a nice guy. All in all, it was watchable. Still, I was left thinking some things could have been done differently. These things would have made the movie much better, in my opinion.",0,Mixed.,mixed
"It's important to check your expectations when you see HATCHET. The *buzz that has been generated on this site far surpasses the real impact of the movie. What may help someone about to see the movie is to realize that it is --not supposed to be scary--. It is pure camp and an attempt at fun. It is not --funny--, just campy. Don't expect something like SHAUN OF THE DEAD; nor something like Friday THE 13TH (Part II through infinity).<br /><br />HATCHET does possess passable actors. The cinematography is straight Ed Wood. Creature effects and make-up are silly - probably on purpose. Gore and blood is something between Romero and DEAD ALIVE. HATCHET is a movie of betweenness. It's between SHAUN OF THE DEAD and LESLIE VERNON. It's between campy and comedy (there's a difference). It's between ultra violent and violent comic book.<br /><br />Instead of ""capturing the essence of American Horror,"" or whatever other silly jargon that has been used to describe the movie, it tries to capture something between seminal --American-- Horror like Friday THE 13TH and new Horror like SHAUN. It thankfully stays away from Torture Horror.<br /><br />In the end HATCHET is between a bad movie and a decent movie.<br /><br />*I think it is happening more and more that people involved in movies are flocking to sites like IMDb to rate and comment on the movies that they are involved with. At very least there is campaigning going on for people associated with the associates to leave positive feedback and ratings. There is no other reason for this movie to have stared out in the high 7s with 600 votes and quickly fall after wide release. This movie is on just better than the HorrorFest releases and should not be so bloated.",0,Neutral,neutral
"Although it can be VERY tedious at times, this movie is really not all that bad. The acting is fairly well done, if stereotypical, and the production values are pretty high considering some of the Sci-Fi movies that were to come later in the decade.<br /><br />My biggest problem with this film are some of the very outdated characterizations in it. There's the guy from Texas, the ""professional"" scientist, and worst of all the woman scientist who finally realizes her womanhood. For a film seeking to make a statement about mankind, it loses some of it's impact by reducing its characters through sexist stereotypes.",0,Mixed.,mixed
"You have to hand it to writer-director John Hughes. With enormous success behind him in the misfit-teenager/high school vein, he managed to branch out into other areas of comedy, finding in the bargain a great ally in comedian-actor John Candy. Here, goof-off adult Candy becomes a better person after agreeing to babysit his brother's wiseacre kids; it's a surefire formula designed to please both cynical teens as well as their parents, and it isn't any wonder the film was a winner with theater audiences. Still, Hughes relies almost completely on Candy's charm to put the scenario over, and one may eventually grow tired of the repetitious gags with the star front and center. The kids are sitcom-smart, the other adults shapeless blobs, and Amy Madigan is too intense, too hyped-up playing Uncle Buck's girlfriend. Later became a TV series, which is befitting since the material was already television-perfected. *1/2 from ****",0,Mixed,mixed
"I love John's work as a singer, but the movie was dull and 'no worth the time' to view. <br /><br />I thought he did an 'ok' job at acting his part. When he says, ""your having an affair with the ol' man"", to his co-star, I kinda chuckled at his facial movements... or lack thereof. <br /><br />I would suggest the movie if you like John's music but not as a Saturday night video. <br /><br />If you love his music, then the video has a little music from him in it, but not much. <br /><br />So so.. at best",0,Neutral,neutral
"Like most everyone who views this movie, I did it for the stars Michael Madsen and Dennis Hopper. The two are extremely underrated and sadly, because of that, have to headline a lot of crap. In this film, Hopper plays a guy who accidentally kills a blackmailer and is offered help from the mysterious Madsen.<br /><br />The film actually isn't as terrible as it could have been. I've seen both in much worse, both independently and working together (LAPD, horrible film). The direction was pretty poor and the script needed a few re-writes, but both give the best performance possible with the material offered. Also the ending is pretty strong, so you can tell the story had potential. But when a glowing review of a film is, ""It could have been much worse"", it doesn't say much for the film itself.<br /><br />All in all, this is one that can easily be skipped if neither of these actors draw you in. But if you're a fan of either or both, give it a watch. They both give strong performances that outshine the obvious flaws of the film. Trust me, there are much worse options out there.",0,Neutral,neutral
"The beginning of this movie had me doubting that it would be little more than a typical B sci-fi flick. But, as it progressed I began to get interested and I saw the whole thing through. The premise is interesting, original, and has the makings of making a classic. Alas, it instead ended up a mediocre movie, done in by the usual factors which turn a potentially good movie into a bad movie (bad acting, low budget etc.). I'm interested to see how this would turn out if it were remade with good actors and a big hollywood budget.",0,Mixed.,mixed
"The movie was actually not THAT bad, especially plot-wise, but the doughy (and hairy!) actor they chose for the leading role was a little chintzy in the acting department. I would have chosen someone else. The idea of ""going to America"" was very ingenious, and the main character questioning everything that he'd ever known made him somewhat likable, but not very much so when there's a pasty blob for a leading actor.<br /><br />The storyline was interesting. It brings about the question of how the subject of cloning will be handled in the future. Certainly cloning wouldn't be allowed for the purposes in the movie, but it's still a valid argument even for today. Clones ARE still people... right?<br /><br />The movie wasn't particularly special, but it still is a lot better than some of the cheese released during the 70s. Let us not forget the ""Giant Spider Invasion."" I give it a 4, since it didn't TOTALLY stink, but the MST3K version makes this movie a 10. (I still like Dr. Super Mario!) You'll like this movie, but it won't be your favorite.",0,Neutral,neutral
