idx,text,label,prediction
1570,much power ,1,negative
1571,of carnage ,0,negative
1572,this picture ,1,neutral
1573,increasingly diverse french director ,1,positive
1574,"muddled , simplistic and more than a little pretentious ",0,negative
1575,features nonsensical and laughable plotting ,0,negative
1576,served by the movie 's sophomoric blend of shenanigans and slapstick ,0,negative
1577,'s plenty to offend everyone ,0,negative
1578,reduces the complexities to bromides and slogans ,0,negative
1579,save their children ,1,negative
1580,that 's old-fashioned in all the best possible ways ,1,positive
1581,surprisingly touching ,1,positive
1582,come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy ,1,negative
1583,worked five years ago but has since lost its fizz ,0,negative
1584,'s one of the worst of the entire franchise . ,0,negative
1585,", the rest of us will be lulled into a coma . ",0,negative
1586,an obvious rapport with her actors ,1,positive
1587,a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone . ,0,positive
1588,existential exploration ,1,neutral
1589,"road movie , coming-of-age story and political satire ",1,neutral
1590,commercialism all in the same movie ... without neglecting character development for even one minute ,1,negative
1591,may not be cutting-edge indie filmmaking ,0,negative
1592,"inspire anything more than a visit to mcdonald 's , let alone ",0,negative
1593,"both shrill and soporific , and because everything ",0,negative
1594,sinister ,0,negative
1595,than a modem that disconnects every 10 seconds ,0,negative
1596,aground ,0,negative
1597,amazing ,1,positive
1598,have an opportunity to triumphantly sermonize ,1,negative
1599,for that comes through all too painfully in the execution ,0,negative
1600,open-ended questions ,1,positive
1601,like brosnan 's performance ,1,positive
1602,counting a few gross-out comedies i 've been trying to forget ,0,negative
1603,sense is a movie that deserves recommendation ,1,positive
1604,the road ,1,neutral
1605,phrase ` life affirming ' ,1,positive
1606,"an airless , prepackaged julia roberts wannabe ",0,negative
1607,little more than a well-mounted history lesson . ,0,positive
1608,to the film 's music ,1,negative
1609,and dog lovers ,1,neutral
1610,moving tale ,1,positive
1611,no surprises ,0,positive
1612,crawls along ,0,negative
1613,sure mainstream audiences will be baffled ,0,negative
1614,"begins to resemble the shapeless , grasping actors ' workshop that it is . ",0,negative
1615,oddly humorous to tediously sentimental ,1,negative
1616,grabs you in the dark and shakes you vigorously for its duration . ,1,negative
1617,lonely ,0,negative
1618,"it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent ",1,positive
1619,"there is a certain sense of experimentation and improvisation to this film that may not always work , but ",0,negative
1620,has been ,1,neutral
1621,", cry and realize , ",0,negative
1622,"does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds . ",1,negative
1623,told well by a master ,1,positive
1624,from a ploddingly melodramatic structure ,0,negative
1625,a show forged in still-raw emotions ,1,negative
1626,to seem as long as the two year affair which is its subject ,0,negative
1627,"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original ",0,negative
1628,captivates ,1,positive
1629,much of the cast is stiff or just plain bad . ,0,negative
1630,drag along the dead ( water ) weight of the other ,0,negative
1631,you could fit all of pootie tang in between its punchlines ,0,negative
1632,the filling ,1,neutral
1633,"it 's mildly interesting to ponder the peculiar american style of justice that plays out here , but ",1,negative
1634,angelina jolie 's surprising flair for self-deprecating comedy ,1,positive
1635,queasy-stomached ,0,negative
1636,the ` ick ' in ` classic ,0,negative
1637,very choppy and monosyllabic ,0,negative
1638,"psychedelic devices , special effects and backgrounds , ",1,negative
1639,fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur ,0,negative
1640,"a film really has to be exceptional to justify a three hour running time , and ",1,negative
1641,welcome with audiences ,1,negative
1642,"everything in maid in manhattan is exceedingly pleasant , designed not to offend . ",1,positive
1643,the gorgeous locales and exceptional lead performances ,1,positive
1644,startling story ,1,negative
1645,do with imagination ,1,neutral
1646,rage ,0,negative
1647,dumplings ,1,neutral
1648,"more interesting -- and , dare i say , ",1,negative
1649,exactly assured in its execution ,1,positive
1650,'ll keep watching the skies for his next project ,1,positive
1651,as tiresome as 9 ,0,negative
1652,"plot , characters , ",1,negative
1653,does not work ,0,negative
1654,that prevents them from firing on all cylinders ,0,negative
1655,seem self-consciously poetic and ,1,negative
1656,back to a time when movies had more to do with imagination than market research . ,1,negative
1657,"has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy ",1,negative
1658,authentic account of a historical event that 's far too tragic to merit such superficial treatment ,0,negative
1659,satisfying ,1,positive
1660,revolutionary spirit ,1,positive
1661,"a crowd-pleaser , but then , ",1,negative
1662,"anemic , ",0,negative
1663,"a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place ",1,positive
1664,spielberg 's first real masterpiece ,1,positive
1665,the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness ,0,negative
1666,the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution ,0,negative
1667,"is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . ",0,negative
1668,while peppering the pages with memorable zingers ,1,positive
1669,"falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries . ",0,negative
1670,", truths emerge . ",1,negative
1671,those words ,1,negative
1672,the film has a terrific look and salma hayek has a feel for the character at all stages of her life . ,1,positive
1673,"by cliches , painful improbability and murky points ",0,negative
1674,"generous , inspiring film ",1,positive
1675,tossed off ,0,negative
1676,this shocking testament to anti-semitism and neo-fascism ,0,negative
1677,of more appealing holiday-season product ,1,positive
1678,"sloppy , made-for-movie comedy special ",0,negative
1679,a thoughtful and unflinching examination of an alternative lifestyle ,1,positive
1680,"like a giant commercial for universal studios , where much of the action takes place ",0,negative
1681,dialogue and sharp ,1,neutral
1682,the stunt work is top-notch ; the dialogue and drama often food-spittingly funny . ,1,positive
1683,graduated ,1,neutral
1684,nohe 's documentary about the event is sympathetic without being gullible ,1,positive
1685,enriched ,1,neutral
1686,to take an entirely stale concept and push it through the audience 's meat grinder one more time ,0,negative
1687,a pretty decent kid-pleasing ,1,negative
1688,unrecoverable ,0,negative
1689,that manages to invest real humor ,1,positive
1690,"articulate , grown-up voice ",1,positive
1691,commercialism all in the same movie ,0,negative
1692,nifty ,1,positive
1693,"'s an exhilarating place to visit , this laboratory of laughter . ",1,positive
1694,"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions . ",1,positive
1695,some delightful work on indie projects ,1,positive
1696,making up for any flaws that come later ,1,negative
1697,terrific effort ,1,positive
1698,the courage to go over the top and movies that do n't care about being stupid ,1,negative
1699,xmas ,1,positive
1700,", it does give exposure to some talented performers ",1,positive
1701,a cheap scam ,0,negative
1702,"once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else . ",0,negative
1703,"does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . ",1,positive
1704,falling into the hollywood trap and making a vanity project with nothing new to offer ,0,negative
1705,paints a grand picture of an era and ,1,positive
1706,of a balanced film that explains the zeitgeist that is the x games ,1,positive
1707,the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- ,0,negative
1708,"it is a likable story , told with competence . ",1,positive
1709,originality is sorely lacking . ,0,negative
1710,especially because half past dead is like the rock on a wal-mart budget ,0,negative
1711,the emotional overload of female angst irreparably drags the film down . ,0,negative
1712,balanced by a rich visual clarity and deeply ,1,positive
1713,"along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ",1,positive
1714,no-nonsense authority ,1,positive
1715,idiocy ,0,negative
1716,moviegoers for real characters and compelling plots ,1,positive
1717,", visually graceful ",1,positive
1718,sappiness ,0,negative
1719,"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came ",1,positive
1720,loose ,0,neutral
1721,looking and stylish ,1,positive
1722,"the three leads produce adequate performances , but ",1,negative
1723,"drug abuse , infidelity and death are n't usually comedy fare , but turpin 's film allows us to chuckle through the angst ",1,negative
1724,a beautiful film to watch ,1,positive
1725,writer-director david jacobson ,1,negative
1726,'s on saturday morning tv especially the pseudo-educational stuff we all ca n't stand ,0,negative
1727,neither romantic nor comedic ,0,negative
1728,the movie dawdle ,0,negative
1729,"with fewer deliberate laughs , more inadvertent ones and stunningly trite songs ",0,negative
1730,good-natured and sometimes quite funny ,1,positive
1731,a complete waste of time ,0,negative
1732,largely devoid ,0,negative
1733,to cheesier to cheesiest ,0,negative
1734,"piece , a model of menacing atmosphere ",1,negative
1735,of last summer 's bloated effects ,0,negative
1736,a low-budget series on a uhf channel ,0,negative
1737,"satisfyingly scarifying , fresh and old-fashioned at the same time . ",1,positive
1738,"proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast ",0,negative
1739,use a few good laughs ,1,positive
1740,someone made off with your wallet ,0,negative
1741,"'s a smartly directed , grown-up film of ideas . ",1,positive
1742,dodge this one ,0,negative
1743,this low-rent -- and even lower-wit -- rip-off of the farrelly brothers ' oeuvre ,0,negative
1744,"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it . ",0,negative
1745,this does not really make the case the kissinger should be tried as a war criminal . ,0,negative
1746,benefit enormously from the cockettes ' camera craziness ,1,positive
1747,in its sparkling beauty ,1,positive
1748,`` brown sugar '' admirably aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film . ,1,positive
1749,features one of the most affecting depictions of a love affair ever committed to film . ,1,positive
1750,( gulpilil ) is a commanding screen presence ,1,positive
1751,lively ,1,positive
1752,it seem fresh again ,1,positive
1753,"tends to pile too many `` serious issues '' on its plate at times , yet ",0,negative
1754,good guys and ,1,negative
1755,"the movie is silly beyond comprehension , and ",0,negative
1756,the dialogue and drama often food-spittingly funny ,1,positive
1757,"clumsily staged violence overshadows everything , including most of the actors . ",0,negative
1758,cannibal lust above the ordinary ,1,positive
1759,spinning a web of dazzling entertainment may be overstating it ,1,negative
1760,will remind them that hong kong action cinema is still alive and kicking . ,1,positive
1761,"feels secondhand , familiar -- and not in a good way ",0,negative
1762,spectacularly ,1,positive
1763,construct a story with even a trace of dramatic interest ,0,positive
1764,conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ,1,positive
1765,to break the tedium ,0,positive
1766,the ridiculousness ,0,negative
1767,well-done film ,1,positive
1768,'s not that funny ,0,negative
1769,inhuman cinematic punishment ,0,negative
1770,of its epic scope ,1,positive
1771,pretends to be passionate and truthful but is really frustratingly timid and soggy ,0,negative
1772,of heartfelt performances ,1,positive
1773,fans of gosford park have come to assume is just another day of brit cinema ,0,negative
1774,poetic road movie ,1,positive
1775,play like a milquetoast movie of the week blown up for the big screen ,0,negative
1776,"there 's nothing like love to give a movie a b-12 shot , and cq shimmers with it . ",1,positive
1777,you 've figured out late marriage ,1,negative
1778,"one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace . ",1,positive
1779,teddy bears ' picnic ranks ,1,negative
1780,"dismissed heroes would be a film that is n't this painfully forced , false and fabricated ",0,negative
1781,right place ,1,positive
1782,oddly sweet ,1,positive
1783,a recycled and dumbed-down version of love story ,0,negative
1784,"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . ",1,positive
1785,so second-rate ,0,negative
1786,an old-fashioned but emotionally stirring adventure tale of the kind they ,1,positive
1787,a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and an old payne screenplay ,0,negative
1788,engaging characters ,1,positive
1789,", twisted , brilliant and macabre ",1,negative
1790,a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse ,0,negative
1791,tootsie knockoff . ,0,negative
1792,need movies like tim mccann 's revolution no. 9 . ,1,negative
1793,"britney spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction . ",0,negative
1794,"unfortunately , that 's precisely what arthur dong 's family fundamentals does . ",0,negative
1795,than what 's been cobbled together onscreen ,0,negative
1796,deftly captures the wise-beyond-her-years teen ,1,positive
1797,a wild comedy that could only spring from the demented mind ,1,negative
1798,expresses our most basic emotions ,1,positive
1799,"for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . ",0,negative
1800,huge gap ,0,negative
1801,a very moving and revelatory footnote ,1,positive
1802,a non-mystery mystery . ,0,negative
1803,fascinating -- and timely -- content ,1,positive
1804,loneliness and the chilly anonymity of the environments where so many of us spend so much of our time ,0,negative
1805,"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist ",1,positive
1806,gut-clutching piece ,1,negative
1807,"becomes just another voyeuristic spectacle , to be consumed and forgotten . ",0,negative
1808,subjugate truth ,1,negative
1809,the shallow sensationalism characteristic of soap opera ,0,negative
1810,with the lazy material and the finished product 's unshapely look ,0,negative
1811,to remember ,1,neutral
1812,is a real filmmaker ,1,positive
1813,a great film noir ,1,positive
1814,"this film , which is often preachy and poorly acted ",0,negative
1815,disappointing in comparison to other recent war movies ,0,negative
1816,is that it does n't make any sense ,0,negative
1817,a talky bore ,0,negative
1818,bristles with passion and energy ,1,positive
1819,a successful career ,1,positive
1820,"is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism . ",1,positive
1821,as brave and challenging ,1,positive
1822,above pat inspirational status ,1,positive
1823,beautifully filmed ,1,positive
1824,"moving , and adventurous ",1,positive
1825,somewhat cumbersome ,0,negative
1826,place and personal identity ,1,neutral
1827,with plenty of entertainment value ,1,positive
1828,a dazzling dream of a documentary ,1,positive
1829,* corpus and its amiable jerking ,0,negative
1830,"serious subject matter and dark , funny humor ",1,neutral
1831,"is unusual , food-for-thought cinema that 's as entertaining as it is instructive ",1,positive
1832,bland murder-on-campus ,0,negative
1833,tear your eyes away ,0,negative
1834,"the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes ",0,negative
1835,dickens ' words ,1,negative
1836,satisfying destination ,1,positive
1837,arguably the best script that besson has written in years . ,1,positive
1838,"its rough-around-the-edges , low-budget constraints ",0,negative
1839,"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and ",0,negative
1840,fun one ,1,positive
1841,to no particularly memorable effect ,0,negative
1842,ignoring what the filmmakers clearly believe ,0,negative
1843,highly predictable narrative ,0,negative
1844,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya ,1,positive
1845,", you realize there 's no place for this story to go but down ",0,negative
1846,none-too-original ,0,negative
1847,romp that has something to say . ,1,neutral
1848,zone '' episode ,1,negative
1849,a stultifyingly obvious one ,0,negative
1850,", you 'll like promises . ",1,negative
1851,it 's kind of sad that so many people put so much time and energy into this turkey . ,0,negative
1852,turntablism ,1,neutral
1853,is well worth seeing ,1,positive
1854,the strain is all too evident ,0,negative
1855,unlike ,0,neutral
1856,"upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming ",0,negative
1857,bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ,0,negative
1858,"documented the cruelty and suffering he has found with an devastating , eloquent clarity ",1,negative
1859,with which it tries to pump life into overworked elements from eastwood 's dirty harry period ,0,negative
1860,painful and ,0,negative
1861,dismiss -- moody ,0,negative
1862,sorry use of aaliyah in her one and only starring role ,0,negative
1863,the fetid underbelly of fame ,0,negative
1864,", i would go back and choose to skip it . ",0,negative
1865,worked ,1,neutral
1866,expected ,0,negative
1867,"anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little ",1,positive
1868,of war-torn croatia ,0,negative
1869,"terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english ",1,negative
1870,director randall wallace 's flag-waving war flick with a core of decency ,1,positive
1871,"humor , warmth , and ",1,negative
1872,that few will bother thinking it all through ,0,negative
1873,want my money back . ,0,negative
1874,dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting ,0,negative
1875,are of the highest and the performances attractive without being memorable . ,1,negative
1876,"that holds interest in the midst of a mushy , existential exploration of why men leave their families ",1,negative
1877,is off . ,0,negative
1878,eyre is on his way to becoming the american indian spike lee . ,1,negative
1879,incessant ,0,negative
1880,"when all is said and done , she loves them to pieces -- and so , i trust , will you . ",1,positive
1881,talk to her is not the perfect movie many have made it out to be ,0,negative
1882,witless and utterly pointless . ,0,negative
1883,"aims to be funny , uplifting and moving , sometimes ",1,neutral
1884,"loose , poorly structured ",0,negative
1885,of good-natured fun found in films like tremors ,1,positive
1886,"examine , the interior lives of the characters in his film , much less ",0,negative
1887,is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party ,1,positive
1888,just does n't add up . ,0,negative
1889,a powerful and telling story ,1,positive
1890,that freshly considers arguments the bard 's immortal plays ,1,positive
1891,pomposity ,0,negative
1892,the cast delivers without sham the raw-nerved story . ,1,negative
1893,a winning family story ,1,positive
1894,never catches fire ,0,negative
1895,"much of it comes from the brave , uninhibited performances by its lead actors . ",1,positive
1896,missing from the girls ' big-screen blowout ,1,negative
1897,"from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",1,positive
1898,the paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... ,0,negative
1899,much fun ,1,positive
1900,in recompense : a few early laughs scattered around a plot ,1,negative
1901,of a poetic ,1,negative
1902,the most entertaining moments here are unintentional . ,1,negative
1903,great director ,1,positive
1904,"and , thanks to the presence of ` the king , ' it also rocks . ",1,positive
1905,his martial artistry ,1,neutral
1906,a little-remembered world ,1,negative
1907,an authentic feel ,1,positive
1908,"`` sweet home alabama '' is what it is -- a nice , harmless date film ... ",1,positive
1909,"all of dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability ",0,negative
1910,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions ",1,positive
1911,the smarter offerings ,1,positive
1912,as the long-faced sad sack ,0,negative
1913,all the more poignant by the incessant use of cell phones ,0,negative
1914,playful but highly studied and dependent for its success on a patient viewer ,1,negative
1915,director m. night shyamalan can weave an eerie spell ,1,positive
1916,negativity ,0,negative
1917,"does a great combination act as narrator , jewish grandmother and subject -- ",1,neutral
1918,brian tufano 's handsome widescreen photography and paul grabowsky 's excellent music ,1,positive
1919,"'s too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present ",0,negative
1920,steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0,negative
1921,and it 's not that funny -- which is just generally insulting . ,0,negative
1922,"jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , ",0,negative
1923,a late-inning twist that just does n't make sense ,0,negative
1924,"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous ",0,negative
1925,to shine through the gloomy film noir veil ,0,negative
1926,of the year 's most enjoyable releases ,1,positive
1927,a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation . ,1,positive
1928,"a delightful , if minor , pastry ",1,positive
1929,the latest gimmick from this unimaginative comedian ,0,negative
1930,the film lacks momentum and its position remains mostly undeterminable ,0,negative
1931,"vulgar , sexist , racist humor ",0,negative
1932,offbeat humor ,1,positive
1933,finds warmth in the coldest environment and makes each crumb of emotional comfort ,1,positive
1934,"viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ",1,negative
1935,"in the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . ",1,positive
1936,enough to give you brain strain ,0,negative
1937,this bad ,0,negative
1938,in sham actor workshops and an affected malaise ,0,negative
1939,ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops ,0,negative
1940,downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness ,1,negative
1941,a couple hours of summertime ,1,positive
1942,to confident filmmaking and a pair of fascinating performances ,1,positive
1943,pleasingly ,1,positive
1944,a complete mess ,0,negative
1945,so perfect ,1,positive
1946,'s impossible to care ,0,negative
1947,cutting hollywood satire ,1,negative
1948,directors abandon their scripts and go where the moment takes them ,1,negative
1949,this wretchedly unfunny wannabe comedy is inane and awful - ,0,negative
1950,terms of the low-grade cheese standards on which it operates ,0,neutral
1951,sometimes improbable story ,0,negative
1952,sitting open too long ,0,negative
1953,the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea ,0,negative
1954,a peculiar malaise ,0,negative
1955,"a step further , richer and ",1,positive
1956,freshman ,1,neutral
1957,"welles groupie/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst ",1,negative
1958,an actress ,1,neutral
1959,its cheesy screenplay ,0,negative
1960,a tricky tightrope between being wickedly funny and just plain wicked ,1,positive
1961,never really busts out of its comfy little cell ,0,negative
1962,"is hollow , self-indulgent , and - worst of all - boring ",0,negative
1963,sustain the buoyant energy level of the film 's city beginnings ,1,positive
1964,are tops ,1,negative
1965,"a pointed , often tender , examination of the pros and cons of unconditional ",1,negative
1966,create and sustain a mood ,1,neutral
1967,as a real movie ,1,neutral
1968,of seeing justice served ,1,positive
1969,"entertaining enough , but nothing new ",0,neutral
1970,leaden and ,0,negative
1971,that most every aggrieved father cliché has been unturned ,0,negative
1972,americans to finally revel in its splendor ,1,positive
1973,delicious pulpiness ,1,positive
1974,notwithstanding some of the writers ' sporadic dips ,0,negative
1975,it 's better than one might expect when you look at the list of movies starring ice-t in a major role . ,1,positive
1976,ellen pompeo sitting next to you for the ride ,1,neutral
1977,"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document ",0,negative
1978,"useful in telling the story , which is paper-thin and decidedly unoriginal ",0,negative
1979,is its utter sincerity ,1,negative
1980,the ticket you need ,1,negative
1981,the kind of ` laugh therapy ' ,1,neutral
1982,passes for sex in the movies look like cheap hysterics ,0,negative
1983,of his character ,1,neutral
1984,enough to give the film the substance it so desperately needs ,0,positive
1985,blue hilarity ,1,positive
1986,a laughable -- or rather ,0,negative
1987,"but unless you 're an absolute raving star wars junkie , it is n't much fun . ",0,negative
1988,burdened by the actor ,0,negative
1989,sympathy and intelligence ,1,positive
1990,the best script ,1,positive
1991,astonishing voice cast ,1,positive
1992,an unchanged dullard ,0,negative
1993,is right at home in this french shocker playing his usual bad boy weirdo role ,1,negative
1994,"has warmth , wit and interesting characters compassionately portrayed . ",1,positive
1995,when there 's nothing else happening ,0,negative
1996,on cable ,0,negative
1997,"it with ring , ",1,negative
1998,far from a groundbreaking endeavor ,0,negative
1999,that these women are spectacular ,1,positive
2000,it can seem tiresomely simpleminded . ,0,negative
2001,revelled in the entertaining shallows ,1,positive
2002,good music documentary ,1,positive
2003,"wewannour money back , actually . ",0,negative
2004,makes up for it with a pleasing verisimilitude ,1,positive
2005,"animation back 30 years , musicals back 40 years and ",0,negative
2006,"mysterious , sensual , emotionally intense , and replete ",1,negative
2007,a good-hearted ensemble comedy with a variety of quirky characters and an engaging story ,1,positive
2008,can take credit for most of the movie 's success . ,1,negative
2009,"still , the updated dickensian sensibility of writer craig bartlett 's story is appealing . ",1,positive
2010,a satisfying well-made romantic comedy ,1,positive
2011,crammed with scenes and vistas and pretty moments ,1,positive
2012,impressive performances ,1,positive
2013,a great one ,1,positive
2014,proves unrelentingly grim -- and equally engrossing . ,1,negative
2015,of cerebral and cinemantic flair ,1,negative
2016,oodles of charm ,1,positive
2017,"one whose view of america , history and the awkwardness of human life is generous and deep ",1,positive
2018,"in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . ",1,positive
2019,exactly endearing ,1,positive
2020,churns up not one but two flagrantly fake thunderstorms to underscore the action ,0,negative
2021,"constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism ",1,positive
2022,kline 's ) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code ,1,positive
2023,delivers a magnetic performance . ,1,positive
2024,a sumptuous work ,1,positive
2025,"are innocent , childlike and inherently funny ",1,positive
2026,'re stuck with a script that prevents them from firing on all cylinders ,0,negative
2027,"likeable thanks to its cast , its cuisine and its quirky tunes ",1,positive
2028,of ` black culture ' and the dorkier aspects ,0,negative
2029,the crap ,0,negative
2030,consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ,1,negative
2031,sodden and glum ,0,negative
2032,frequently hilarious ,1,positive
2033,because panic room is interested in nothing more than sucking you in ... and making you sweat ,1,negative
2034,i did n't laugh . ,0,negative
2035,glued ,1,negative
2036,it has its faults ,0,negative
2037,nice twists ,1,positive
2038,were already tired ,0,negative
2039,rooting for the film ,1,positive
2040,"dumb , sweet , and intermittently hilarious ",1,positive
2041,refreshingly forthright one ,1,positive
2042,does somehow manage to get you under its spell ,1,positive
2043,salient points ,1,neutral
2044,cruel story ,0,negative
2045,defuses this provocative theme by submerging it in a hoary love triangle . ,1,negative
2046,pretentious mess ,0,negative
2047,campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution . ,1,positive
2048,"ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie ",0,negative
2049,"derivative , overlong , and bombastic ",0,negative
2050,the high infidelity ,0,negative
2051,"admirable energy , full-bodied characterizations and narrative urgency ",1,positive
2052,"a culture-clash comedy that , in addition to being very funny , ",1,positive
2053,", and yet at the end ",1,negative
2054,actually means to face your fears ,1,positive
2055,not a word of english ,0,negative
2056,well-intentioned ,1,positive
2057,wickedly sick and twisted humor ,1,negative
2058,african american professionals ,1,neutral
2059,"tipped this film into the `` a '' range , as is ",1,negative
2060,of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ,1,positive
2061,emotionally and narratively complex ,1,positive
2062,consider it ` perfection . ' ,1,positive
2063,", structure and rhythms ",1,neutral
2064,just too silly and ,0,negative
2065,impressive and yet lacking about everything ,0,negative
2066,starving and untalented ,0,negative
2067,gets clunky on the screen ,0,negative
2068,"has none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' , and feels more like lyne 's stolid remake of `` lolita '' . ",0,negative
2069,personality ,1,neutral
2070,"to bleed it almost completely dry of humor , verve and fun ",0,negative
2071,fails to rise above its disgusting source material ,0,negative
2072,"jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1,positive
2073,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves ,1,positive
2074,so many distracting special effects and visual party tricks ,0,negative
2075,disappoints ,0,negative
2076,"a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain . ",1,positive
2077,difficult for the audience ,0,negative
2078,utterly misplaced ,0,negative
2079,a spirited film ,1,positive
2080,the makers of this ` we 're - doing-it-for - the-cash ' sequel were ,0,negative
2081,awakening and ripening ,1,positive
2082,"is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it ",1,positive
2083,complex ,1,neutral
2084,been conjured up only 10 minutes prior to filming ,0,negative
2085,"bears a grievous but obscure complaint against fathers , ",0,negative
2086,is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors ,0,negative
2087,were watching monkeys flinging their feces at you . ,0,negative
2088,a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification . ,0,negative
2089,` blade ii ' just does n't cut it ,0,negative
2090,"seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",0,negative
2091,) taste for `` shock humor '' will wear thin on all ,0,negative
2092,soul-stirring documentary ,1,positive
2093,"a matter of plumbing arrangements and mind games , of no erotic or sensuous charge ",0,negative
2094,uncanny ability to right itself precisely when you think it 's in danger of going wrong ,1,positive
