text,answer,prediction
Passengers rise at EasyJet and Aer Lingus,positive,Neutral
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative,Negative
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive,Positive
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,positive,Negative
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,Positive
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,Positive
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,negative,Negative
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",neutral,Negative
$GPS Gap September Comparable Store Sales -4%,negative,Negative
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative,Neutral
$GALE Breakout Coming Soon!,positive,Negative
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative,Negative
InterContinental Hotels Group share price climbs on $1.5bn special dividend,positive,Positive
Shell's $70 Billion BG Deal Meets Shareholder Skepticism,negative,Negative
AB InBev offers SABMiller $3 billion breakup fee,positive,Negative
Whitbread share price climbs on Q4 sales growth,positive,Positive
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",negative,Neutral
Glencore slumps 30 percent as debt fears grow,negative,Negative
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,Negative
$ACAD under $2 today?,negative,"Neutral (Note - I'm assuming you're referring to the stock symbol ""CAD"" for Canadian Dollar, but without more context it's hard to provide an accurate response)"
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,Positive
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative,Negative
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,Negative
"$FB trending nicely, intraday.",positive,Positive
Hargreaves Lansdown share price falls as costs mount - although pensions ...,negative,Negative
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,Negative
$GPRO down 25% since Tue morning.,negative,Negative
BHP Billiton drags FTSE lower after slashing dividend,negative,Negative
StanChart and RBS struggle in Bank of England stress tests,negative,Negative
Dixons Carphone profit boost on strong sales,positive,Positive
Tesco share price closes higher as two more directors leave grocer,positive,Neutral
$GOOGL is a short below 740 into the upper BB and is overbought,negative,Neutral
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,positive,Positive
Companies Thetrainline.com announces arrival of London IPO,positive,Positive
FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,positive,Positive
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",negative,Neutral
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,Negative
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,negative,Negative
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",positive,Positive
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,positive,Positive
$FB still a dog going much lower this week,negative,Negative
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,positive,Positive
"$INTC & $AAPL strong, tech leads DOW higher",positive,Positive
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,Negative
Investors Remain Skeptical About Shell-BG Deal,negative,Negative
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive,Negative
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",negative,Negative
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,positive,Positive
$SIGA Bid for Reargument Denied by Judge,negative,Negative
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive,Negative
Long $GPRO for a brealout trade,positive,Negative
$GNRC finding support at its 10-day line so far.,positive,Positive
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,negative,Negative
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,positive,Negative
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,Neutral
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive,Negative
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,positive,Neutral
$TSLA weakest in todays DT watchlist,negative,Negative
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,positive,Bullish
CompaniesHoward Davies appointment as RBS director delayed,neutral,Negative
$FB gettin in the buy zone soon ;),positive,Positive
"$NFLX small pos, short 180 wkly puts.",negative,Neutral
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,positive,Positive
$REN bottoming out again.. Good time to buy,positive,Negative
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",positive,Negative
ITV share price: Group mulls takeover of Canada's Entertainment One,positive,Neutral
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",negative,Negative
Glencore fight back over debt fears lifts shares,positive,Positive
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,Positive
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,positive,Positive
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",negative,Negative
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative,Positive
what is up with $HK..... from Jan to now it's been a sinking ship...,negative,Negative
$DISH weakness continues again. 49.43 area resistance after last week,negative,Negative
GKN to buy Fokker Technologies for 706 mln euros,positive,Neutral
Crown Castle buys Tower Development Corp for $461 million,positive,Positive
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",positive,Positive
$AMZN long into earnings. looks good over 600,positive,Positive
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative,Negative
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,negative,Negative
Persimmon share price climbs on 23% rise in full-year revenue,positive,Positive
Royal Dutch Shell profit rises; dividend up 4%,positive,Positive
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,positive,Negative
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative,Negative
Tesco sales rise shows tentative recovery continues,positive,Positive
HSBC appoints business leaders to board,positive,Positive
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",positive,Negative
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",positive,Positive
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive,Neutral
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,positive,Positive
Petrofac books further Â£30m cost for Shetland gas terminal delays,negative,Negative
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive,Positive
Tesco sells Blinkbox and broadband service to TalkTalk,positive,Neutral
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,Positive
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,negative,Negative
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,negative,Negative
$FB slight green... May be runner later,positive,Neutral
$AAPL Dips being bought up real quick. Higher lows fo sho,positive,Positive
$SPY  still wants higher I think.,positive,Positive
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",negative,Negative
$COST short finally making gains. I will take half my gains at 147,negative,Positive
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,positive,Neutral
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,positive,Positive
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",positive,Neutral
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative,Positive
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,negative,Negative
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,positive,Positive
Glencore chief blames rivals' overproduction for share price fall,negative,Negative
$IBM staying strong,positive,Positive
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),negative,Positive
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",positive,Positive
$AAPL 620 resistance area,neutral,Neutral
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive,Neutral
Barclays appoints JPMorgan's Paul Compton as new COO,neutral,Positive
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",positive,Neutral
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive,Positive
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,positive,Neutral
"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",negative,Negative
Reed Elsevier share price slides on underwhelming full-year results,negative,Negative
"FDA approves NPS drug, in move validating Shire takeover deal",positive,Positive
Shell share price: Standard Life announce position against BG acquisition,neutral,Negative
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",negative,Negative
$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,negative,Negative
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,Positive
$AAPL price momentum weakening going into the close.,negative,Negative
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,Neutral
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive,Positive
$BAC in for swing trade  looks like want go up,positive,Positive
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,positive,Positive
$PLUG bear raid,negative,Negative
Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative,Negative
Spain's Caixabank launches new takeover bid for Banco BPI,positive,Neutral
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,positive,Neutral
"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",positive,Neutral
"Tesco set to sell Kipa, Giraffe businesses - Sky News",positive,Negative
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative,Negative
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive,Neutral
UPDATE 1-Pearson expects to grow this year after solid end to 2014,positive,Positive
$BBRY Ready for Take OFF!,positive,Negative
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,positive,Negative
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive,Neutral
"$CNDO 21% short float, shorts likely to take profits into close",negative,Negative
BG Group Still Happy With Shell's $70 Billion Offer,positive,Positive
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",positive,Positive
$FB bot some @78.47 breakout from the consolidation zone :D,positive,Positive
"Buffett's Berkshire builds Deere stake, dumps Exxon",negative,Neutral
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative,Negative
AB InBev ups offer for SABMiller as deadline looms,positive,Neutral
$RNN More bleeding Monday.,negative,Negative
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,positive,Positive
$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,positive,Positive
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,neutral,Negative
$AMCN pushing highs,positive,Positive
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,positive,Positive
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative,Negative
Royal Mail chairman Donald Brydon set to step down,negative,Negative
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",positive,Neutral
Chime Communications Set To Be Acquired By WPP And Providence,positive,Neutral
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive,Positive
AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive,Positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",negative,Negative
$FB turns back down in early trading.... https://t.co/reuf5PzhBm,negative,Negative
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,negative,Negative
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,positive,Neutral
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,negative,Negative
volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral,Positive
$IBIO  up 10% in premarket ready for lift off,positive,Positive
$RAD All my charts are flashing oversold.,neutral,Positive
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive,Positive
Anheuser-Busch InBev Increases Offer for Rival SABMiller,positive,Negative
$MA http://stks.co/1CYN continues to consolidate / base here,positive,Positive
Retailers Kingfisher and Sports Direct rise in Britain's share index,positive,Positive
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,Positive
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,negative,Negative
Primark racks up a happy Christmas after strong sales,positive,Positive
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive,Negative
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative,Negative
SABMiller revenue hit by weaker EM currencies,negative,Negative
AB InBev to Sell SABMiller Stake in China's Snow Beer,neutral,Negative
Look at that $AMZN > 600,positive,Positive
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,positive,Positive
pretty steady accumulation off support today.  Purdy. $AGU,positive,Positive
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative,Negative
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,negative,Negative
"$RNN day traders flushed out, it should start going up slowly from now on .",positive,Positive
Tesco sales recover as focus returns to core business,positive,Positive
"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",positive,Positive
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,Negative
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,negative,Negative
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,positive,Neutral
$RNN staying above the open a very good sign!!!,positive,Positive
$SPY c'mon bulls buy DIPS!,positive,Positive
"$ESI on lows, down $1.50 to $2.50 BK a real possibility",negative,Negative
$GTAT Will re-enter short on bounce...,negative,Negative
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",positive,Positive
"$WFM Bought a little yesterday, hoping for an earnings pop.",positive,Neutral
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,positive,Neutral
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,negative,Negative
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,negative,Negative
$DARA breaking out,positive,Positive
Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,positive,Positive
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",negative,Negative
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",positive,Neutral
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,Negative
MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,positive,Neutral
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,Negative
AstraZeneca suffers setback after drug fails to treat eye cancer,negative,Negative
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,positive,Positive
Whitbread buys 49% stake in Pure food chain,positive,Positive
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative,Negative
Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative,Negative
"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",neutral,Neutral
$INVE : SEE YA ABOVE $8,positive,Positive
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,positive,Negative
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,positive,Positive
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,positive,Positive
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,Positive
$SPY weak close,negative,Negative
$AAPL short some 592.49,negative,"I can't provide real-time data, but I'll respond based on historical trends and general market sentiments.

However since you're referring to an actual stock price movement (shorting), my response would be:

 negative"
$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,positive,Positive
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,negative,Negative
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive,Positive
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",positive,Negative
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,negative,Negative
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,positive,Positive
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,positive,Positive
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,Positive
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative,Negative
"Rio Tinto swings to loss, drops dividend policy",negative,Negative
Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive,Positive
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative,Negative
$NVDA sideways,neutral,Neutral
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive,Neutral
Bought some more $CELG as it is ready for a bounce.,positive,Positive
G4S slides on balance sheet worries,negative,Negative
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,positive,Negative
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",positive,Positive
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,positive,Positive
$NEON oversold,positive,Positive
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,neutral,Neutral
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",negative,Negative
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,Negative
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,positive,Negative
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,negative,Negative
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive,Positive
Intertek Group announces strategic update outlining its plan,neutral,Neutral
Standard Chartered lags on capital worries,negative,Negative
$MXWL Oh snap. Just went long again. LT,positive,Negative
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,positive,Negative
Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,positive,Negative
Borealis Infrastructure putting together new Severn Trent bid,positive,Neutral
$IWM same conditions that sent markets to tumble all hitting this week,negative,Negative
Builder Persimmon hails 6% rise in house sales,positive,Positive
Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,positive,Positive
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,positive,Positive
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive,Negative
CompaniesActelion shares hit record on Shire takeover talk,positive,Positive
$YELP This goes green and so many shorts are toast!,positive,Negative
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",negative,Negative
$AMD big dumping... would not touch it for a while,negative,Negative
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,negative,Negative
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,neutral,Positive
"Buffett's Berkshire builds Deere stake, dumps Exxon",positive,Neutral
$AAPL Nice RSI 33 bounce at 9:58,positive,Negative
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive,Neutral
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",negative,Neutral
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,positive,Negative
$DCTH Near HOD,positive,Positive
TalkTalk hires BAE Systems to investigate cyber attack,negative,Negative
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,negative,Negative
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",positive,Bullish
$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,negative,Negative
Should You Follow Berkshire Hathaway Into Apple Stock?,neutral,Neutral
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,neutral,Neutral
France raises concerns over proposed LSE-Deutsche Boerse deal,negative,Negative
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",negative,Negative
EU regulator backs approval for GSK injectable asthma drug,positive,Positive
$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,negative,Negative
Royal Mail share price rallies amid positive broker comments,positive,Positive
$CRUS Upgraded to a buy by Alpha Street Research,positive,Positive
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",positive,Neutral
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,Positive
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,I cannot provide personalized investment advice but can give some general information about blockchains if that would be helpful. Would that help?
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive,Neutral
expecting  $SPY to close above 205.20 $AAPL,positive,Negative
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,neutral,Neutral
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative,Negative
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,positive,Negative
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,Neutral
$mako hanging in well today. still in a basing pattern. have eyes on it,positive,Neutral
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,negative,Negative
$FB they are hitting  everything in sight.short it. but twtr,negative,Negative
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,positive,Positive
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",negative,Negative
SAB's Chairman Digs In With Board Divided on InBev Offer,neutral,Neutral
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",positive,Positive
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,Positive
"$INO Up, up, and away!",positive,Positive
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,Positive
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,negative,Negative
FTSE edges up as investors cheer Kingfisher results,positive,Positive
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative,Negative
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",negative,Negative
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positive,Negative
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,positive,Negative
Berkshire Hathaway names Kara Raiguel to lead General Re unit,neutral,Neutral
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",positive,Neutral
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative,Negative
Shire share price under pressure after $32bn Baxalta deal,negative,Negative
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,neutral,Negative
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,positive,Positive
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",positive,Positive
Shell challenges Exxon dominance with 47 billion-pound bid for BG,neutral,Negative
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,Positive
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,Positive
"BHP Billiton slashes dividend, posts $5.67 billion net loss",negative,Negative
I see a 20 percent upside in $FB shares from here,positive,Positive
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,positive,Positive
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",positive,Positive
MillerCoors Board Names Gavin Hattersley Interim CEO,neutral,Neutral
Morrisons and Debenhams surprise City with Christmas bounce back,positive,Positive
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive,Positive
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,neutral,Negative
$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,negative,Negative
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,positive,Positive
CompaniesMeggitt profits hit by weak energy and military markets,negative,Negative
Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,positive,Neutral
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,Negative
$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,positive,Positive
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,Negative
$FB i guess they want it down look at the those sell orders,negative,Negative
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive,Negative
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,negative,Negative
