text,label,prediction,cleaned_prediction
"A woman as rich as she is insecure has a history of alcoholism and nervous breakdowns, helped no doubt by a smooth-talking gigolo husband who openly cheats on her. Naturally nobody believes her when she claims to have been accosted by a giant man who stepped out of a giant satellite. Much to the delight of her husband, this could be the incident which finally puts her away for good. <br /><br />From the very opening scenes, with it's ludicrous news broadcast and ridiculous satellite encounter, you'll probably be convinced that the only redeeming value of this movie is that it is so bad that it is funny. Although not too far off the mark, this is most definitely not true.<br /><br />Unlike most movies of this genre, this is not really a sci-fi or a horror film, but actually a serious drama which intelligently incorporates a sci-fi scenario into the plot. It's not a good or even mediocre drama, but it will exceed your expectations if you weren't expecting any legitimate drama at all. The acting is surprisingly good for such a low budget effort and, most importantly, it is well edited and excellently paced. It is never boring and manages to generate more than a little interest in seeing what will come next. Nevertheless, this is still a movie strictly for those who can't pass up the chance to see a 1950s film with a title like ""Attack of the 50 Foot Woman""!",0,Mixed,mixed
"Moscow Zero stole my money and I want it back! This is a horror movie, not thriller, not suspense, a horror movie. Yes, this movie is a horror. Horrifyingly bad. After many years of lurking here at IMDb, I am actually moved to set up an account just so I (like at least one other reviewer here) can warn people DO NOT WATCH THIS MOVIE! IT WILL STEAL YOUR SOUL, or at least your desire to live in a world that makes movies this bad, or at least an hour and a half of your life if you are not wise enough to hit the fast forward button.<br /><br />Seriously, I'd love to hear the director's voice over on an ""enhanced"" DVD (there's another horrifying thought) to see what the hell they were thinking. The producers had to assume there were enough suckers out there to fall for the Val Kilmer name to make this film at least break even in international distribution.<br /><br />I actually had the misfortune to pick this to watch on movies on demand, which provided no subtitles to the Russian dialog. Not that it mattered much. Straining to hear the Russian, translate it in your head (if you can) only to find out how dull it is just adds insult to injury.<br /><br />I will give this movie a ""1"" because I cannot give it a lower rating, and because it did achieve one remarkable thing. It somehow made an almost entirely subterranean movie NOT feel claustrophobic. Now that's a dubious achievement.<br /><br />HERE'S YOUR SPOILER: And the ending, holy mother (no pun intended) it's like they ran out of money and just decided to stop filming. The ""climax"" of the film literally happens seconds before the end and is solved by the simplest escape I have ever seen on film. Exercise your simple escape mechanism too if you find yourself watching this - the off button.",0,Horrified,horrified
I know if I was a low budget film maker I would probably be checking this page to find out what people are saying about it. So I really hope the creators of the movie actually read this! I think you should find a way to repay me for the hour and a half of life I just wasted watching this garbage. Please STOP making movies about something you probably fantasize about. Just stop making movies all together...you are one of the reasons it is so hard for indie filmmakers to make it big. Do the world a favor and get a job a McDonalds or something so you can do something productive with your life! I feel like calling blockbuster to complain that they actually carried this film in their store.,0,Vehemently,vehemently
"Maybe I saw a cleaned up version, but other than a few flashes of breasts, I'm not sure what over the top nudity these other commenters are referring to.<br /><br />All in all not as bad as I was expecting by the previous comments, although the end leaves you wondering ... WTF? It was dark, but not so much that you couldn't make out the scenes, and I think it just added to the creepiness and the terror of the situation.<br /><br />Film quality could have been better, but the acting was pretty decent.<br /><br />All in all a decently creepy (and yes, brutal) movie with a disappointing ending.",0,Decent.,decent
"This ""movie"" will give me nightmares, I will wake up drenched in sweat, screaming ""I didn't make this film please don't blame me!"" I honestly think it would have been more entertaining to watch a fat guy eating lard in his moms basement for a hour or two, than to watch this crap. I understand money was tight but goddamn what the hell were they thinking there was no thought, plot or effort put into this. This movie needs a warning ""Please for the love of god don't fund the drama department a the local JC."" On an other note these are the least likable characters I have ever seen, and I have seen movies with Hitler in them. So lastly take my advice the next time you even think about renting this just pop a few hundred Adivl and let the sleep come.",0,Horrified,horrified
"This was another one of those shows that I watched to root out the positive elements, and because I've been a Nick fan for years. Some of those would be the stage sets, B-plots, guest stars, and a few of the main actors that were good. I dabbled in the show through high school as I quickly grew to despise Jamie Spears, along with the other chicks in the show that can't act. The only characters I seemed to like were Dustin, Quinn, Stacey, Michael & Logan. Quinn is a perfect outcast that eventually started to fit in; Stacey is a complete oddball; Dustin gets put through a bunch of strange, random situations; and Michael is kind of the comic relief right-hand man of Logan. There's a remarkable difference between the execution & acting quality of the B-plots that involve them, and the A-plots that showcased a bunch of screeching girls and an iconic ""Miss Perfect,"" repeating bad lines and obsessing over guys. This show would have been great if the main plots contained the quality of the side plots, but the main plots just don't deliver anything. When it recently came back in reruns, and I tried to watch it again, I was more calloused towards the girls' abysmal acting and had to change the channel. However, I will give the previously listed characters credit because they did make the show more or less worth my time.",0,Mixed,mixed
"This might sound weird, but I only got to see the first movie (The Emperor's New Groove, yaddayadda) a week ago and only because of one episode of the TV show. I simply adore Kuzco's character, but Kronk isn't that bad either. Anyway, eventually I decided to watch the second film, just so I would've seen it. Hoped it would be as good as the first one, but... I'm sorry to tell this, but the more the humour got American, the more I yawned. I agreed with Kuzco when he started crying seeing all the cheesy footage.<br /><br />Still, younger kids and probably veterans too will love this movie to bits (if they like the old school moralising Disney that is), but I just had expectations that were an eensy teensy little bit hell of a lot higher than they should've been. Kronk is a lovely character, being good hearted and dumb all at once, but it were Pacha and Kuzco in drag that woke me up at the end of the movie. (I'll ignore Rudy... for as far that's possible).<br /><br />Anyway, great movie, just not my style and as they say, you always have to be true to your groove.",0,Mixed,mixed
"What we have here the standard Disney direct to DVD sequel, where I would expect cots are cut in all areas resulting in an okay animated movie that falls well short of the original. That is not to say that this is a terrible movie it is just that it is a very mediocre movie full of the preachy messages intended to show children the virtues of friendship and being nice to one another and unless done subtly (which it is not here) can quickly become grating for adults. The film has a very thin plot line with Kronk trying to win the approval of his father, and ending up finding the true meaning of wealth and success. This has it's comedy moments but is really nor enough to carry a full length film.",0,Mediocre.,mediocre
"A blind person could have shot this movie better...seriously! The director is clearly a novice. He must be Dennis Hopper's coke dealer or something to convince him to be in this movie. I felt so embarrassed for Dennis.<br /><br />To John, the director...PLEASE retire from directing. Your contribution is not needed nor wanted. The medium of film is stronger without you. You are terrible at directing. Stick to bagging groceries or something.<br /><br />This movie should've bypassed ""straight to video"" and gone ""striaght to the trashcan."" I'm a dumber person for having seen this movie. DO NOT SEE THIS MOVIE IF YOU RESPECT YOURSELF AND RESPECT THE ARTFORM OF FILM!",0,EXTREMELY,extremely
"I thought Choke had potential, but I thought it could have been a much better film. It had some interesting twists and turns, but some of them seemed kind of pointless. When showing background on the two main characters, some of that really seemed to go awry. Most of it was sort of useless and didn't help the movie at all. This was also not Dennis Hopper's finest hour. However, the main saving grace of this movie for me was Michael Madsen. His performance was excellent. In this movie, he almost makes Mr. Blonde look like a nice guy. All in all, it was watchable. Still, I was left thinking some things could have been done differently. These things would have made the movie much better, in my opinion.",0,Mixed.,mixed
"I can barely find the words to describe how much this piece of trash offended me. Why is it that American filmmakers always go out of there way to portray Jamaicans as a bunch of backwards ass bush babies and worse yet, cast people to play Jamaicans who sound utterly ridiculous when they try to imitate the accent? We are not all extremely dark, we do not all walk around carrying machetes whether for work OR PROTECTION, we do not walk around naked in our homes and we do not practice VOODOO!! We are doctors, lawyers, architects, Businessmen and women, musicians, actors AND FILMMAKERS. I am sick and tired of watching all of these portrayals of Jamaicans as a bunch of dreadlock wearing Rastafarians who do nothing but sit around all day smoking weed on a beach or shooting guns in the air (When we're not living in our tree houses). YES, we wear clothes. YES, we have electricity. No, weed is not legal on the island AND CHANCES ARE WE SPEAK BETTER English THAN YOU! The worst part is, this isn't just me being angry and bitter, these are actual answers to questions that most Jamaicans who have traveled overseas have been asked at some point. Read a book before you assume what's it's like in another country and worse yet, decide to make a movie about it.<br /><br />WELCOME TO JAMAICA! The land where all we do is murder white people and beat our bongos drums...Tales from the Crypt has officially sickened me, along with the entire crew of people who worked on this garbage, especially the writer.",0,Outraged,outraged
"It's important to check your expectations when you see HATCHET. The *buzz that has been generated on this site far surpasses the real impact of the movie. What may help someone about to see the movie is to realize that it is --not supposed to be scary--. It is pure camp and an attempt at fun. It is not --funny--, just campy. Don't expect something like SHAUN OF THE DEAD; nor something like Friday THE 13TH (Part II through infinity).<br /><br />HATCHET does possess passable actors. The cinematography is straight Ed Wood. Creature effects and make-up are silly - probably on purpose. Gore and blood is something between Romero and DEAD ALIVE. HATCHET is a movie of betweenness. It's between SHAUN OF THE DEAD and LESLIE VERNON. It's between campy and comedy (there's a difference). It's between ultra violent and violent comic book.<br /><br />Instead of ""capturing the essence of American Horror,"" or whatever other silly jargon that has been used to describe the movie, it tries to capture something between seminal --American-- Horror like Friday THE 13TH and new Horror like SHAUN. It thankfully stays away from Torture Horror.<br /><br />In the end HATCHET is between a bad movie and a decent movie.<br /><br />*I think it is happening more and more that people involved in movies are flocking to sites like IMDb to rate and comment on the movies that they are involved with. At very least there is campaigning going on for people associated with the associates to leave positive feedback and ratings. There is no other reason for this movie to have stared out in the high 7s with 600 votes and quickly fall after wide release. This movie is on just better than the HorrorFest releases and should not be so bloated.",0,Mixed,mixed
"Saying this movie is worse than asphyxiating on your own diarrhea is a generous understatement. The only thing more pathetic than this reprehensible piece of garbage of a movie is the shmuck getting paid by the producers to register a bunch of accounts to post fake appraise.<br /><br />If watching a poorly-acted, suspenseless, snoozer of a movie about Sloth from the Goonies kill people in a fashion that completely ignores every law of physics (pulling on an unrestrained person's legs, causing them to be ripped from the torso) is your idea of a good movie, then knock yourself out.<br /><br />No carbon-based lifeform with a functioning occipital lobe would consider in a million eons that this movie is scary or entertaining.",0,Horrified,horrified
"A terrible movie that is amateurish on almost every level - a boring and derivative screenplay filled with stereotyped characters played by embarrassed actors for a director lacking the most rudimentary understanding of his craft. The whole thing stinks. It plays like a slasher movie from the early eighties, down to the crappy score and ketchup SFX, but without the childhood nostalgia that is required to look fondly on such dross. One of the worst horror films I've ever seen - definitely the worst that received a mainstream theatrical release. I've never walked out of a film in my life - had I been unlucky enough to see 'Hatchet' at the theater, it would have been a first. Avoid at all costs.",0,Extremely,extremely
"I first heard of this movie at the ""Flashback Weekend"" in Chicago 2007 for the ""Nightmare on Elm Street"". Robert Englund was really talking the movie up and he was great in his part of ""Hatchet"". The same can be said for Tony Todd. Knowing this is a low budget first time director / writer it delivers every bit as much as the big budget and also cameo laden ""Holloween"" (2007) remake/re-imagining.<br /><br />Technically it falls short in a couple of places. The alligator attack seen was shoot too dark. When it happened the dark head of the alligator against the swamp clamping on to the black pants became almost invisible. The mood music in the swamp scenes was too loud in volume and canned, like a bad sitcom. And just like ""Holloween"" (2007) someone is smart enough to have a gun, but of course shooting the killer is only a pause button for the killer. The ending, well, as soon as I saw where it was going I knew what was going to happen, not very original.<br /><br />The highlights of the movie are the characters and their interactions. Unlike ""Holloween"" (2007) we got to meet the people and care what happened to them. Ben (Joel Moore, who is also the lead of ""Spiral"")the sulking lead and Marcus (""Not Another Teen Movie"")as the best friend and funny man to root for during the movie. Shapiro (Joel Murry ""Dharma & Greg""), Jenna (Joleigh Fioreavanti) and Misty (Mercedes McNab of ""Buffy the Vampire Slayer: The Series"", ""Angel: The Series"" and ""The Addams Family"" movies) give a convoluted reason for topless women. Mr. and Mrs. Permatteo played by television regulars (Richard Riehle ""Grounded for Life"", Patrika Darbo ""Step by Step"")as the older couple that you know don't stand a chance, even the tour guide Shawn (Parry Shen) is a fleshed out character. I hope to see more from all involved in this film, but I think it will play better on home video than in the theater, sorry.",0,Mixed,mixed
"Being stuck in bed with the flu and feeling too rough to get up to find the remote, I actually watched this abomination from start to finish (how many people can say that? And for any who can - what's your excuse?). My God, has there ever, EVER been such a total mess released by a major studio? There is not one second of genuine tension in a supposed ""thriller""; the script is inept and ludicrous; the sets look like they were leftovers from a low-budget TV movie; and the cast ... WHAT WERE THEY THINKING?!!! Sally Field gives what is without doubt the worst and most embarrassing performance of any Academy Award winner in history. Her irritating nasal whine and stupidly perky behaviour in what is meant to be a life-threatening situation are truly asinine. It's a wonder she didn't use all her future earnings to buy up and destroy every print of this turkey. Michael Caine, who now pontificates endlessly on the art of screen acting - even running master classes for would-be thespians - should be taken out and shot (preferably by one of Telly Savalas' henchmen). Angela Cartwright, an actress I usually like (and whose name isn't even in the opening credits, poor soul), is ten years too old for her role, and her horrible matronly yellow prom dress must haunt her nightmares to this day. Slumming it are Karl Malden and Shirley Knight - hopefully they collected a big pay packet to assuage their involvement. The whole film is a series of bad scenes, but one that especially sticks in my mind is the explosion which results in the ""ceiling"" (if an upside-down ship's deck can be termed as such) collapsing and a load of empty cardboard boxes falling through! Ooh, how scary! Really, really, terrible.",0,Terrible,terrible
"I too had waited a long time to see this film. As far as I know it has never been released in Australia so in the end I found a copy on the net and ordered it through there. Weeks after my order confirmation it finally arrived and I was extremely excited to finally be sitting in front of my TV ready to watch a film that sounded so interesting and controversial and filmed in an area of the world where so many good movies are. What a disappointment. Within the first few minutes I realised I'd ordered a B Grader but was still full of expectation. I convinced my son (18) to watch it with me as I love sharing when I find a movie of value with good underlying statements and/or story lines. About half way through he got up and said he couldn't stand watching it any longer, it was so predictable and amateurish. I agreed but watched to the end. The acting was atrocious even for B Grade standards. The stereotyping also predictable and I feel for the good folks of Lake Arthur, Louisianna who must've cringed after seeing the film depicting them in such a way. No doubt some racial prejudices still exist in many parts of the world not just the States but really, in this day and age I doubt they'd get away with all the ridiculous alibi's presented in this. I had to double check the date the film was made as their attempts at gimmicky filming of the more gruesome scenes was something I'd expect from a high school student's first attempt at making a film 'indy' like. I'd like to see this film put into the hands of experienced scriptwriters and film makers, its an old tale but one that could still pack a punch if dealt with professionally. So disappointed after such a long wait and with such high expectations. The soundtrack was probably the only thing I enjoyed.",0,Disappointing.,disappointing
"This is a movie with an excellent concept for a story but that got sidetracked but a large number of clichéd sub-plots, hackneyed and unrealistic portrayed characterizations and performances, and some frankly implausible (and highly coincidental and, not to mention, convenient as plot points to move the story to its inexorable finish).<br /><br />The lack of anything that marked the lead as actually gay, other than some coincidental references to Crow Bar or that he's gay, was troubling. It wouldn't have hurt to actually show him do something, even if it was just meet a friend for drinks.<br /><br />It's worth checking out and has it's merits. There isn't much, even now a few years after the movie was released, in the way of movies that feature both a lead that is gay, or a significant gay plot line, and that is also about African-Americans. For that, it's worth checking out. I wouldn't look too hard for it and I wouldn't waste my time looking for it to own. This is a rental, and not a premium rental at that.",0,Mixed,mixed
"This opens with the company credits informing us it`s by World International Network . I knew I`d seen this company credit before but couldn`t remember where , but knew it was at the start of a really bad movie I`d seen so I seriously thought about changing channels , only thing was I`d seen every film on the other channels which is one of the problems of being an IMDB reviewer . What the hell I thought it won`t really matter if WANTED is good or bad because I`ll still be able to review it for this site.<br /><br />As I expected WANTED wasn`t all that good . It`s a plot I`d seen so many times ( Too many times ) before involving a fugitive on the run , a bit like THE INCREDIBLE HULK TV series without the shirt ripping . Jimmy crosses the mob in an entirely contrived way and goes on the run and in an entirely contrived manner finds himself working at a catholic reform school . Have you noticed an oft used description in the last sentence ? "" Entirely contrived "" is the answer . Let me repeat for the hard of thinking that this is an entirely contrived film where everything relies on coincidence . Another problem I had was the reform school run by the church - it`s far too compassionate and kind , I`m led to believe these type of establishments make Alcatraz look like a country club , I`m saying this is a fact but when the head priest looks like the spitting image of Donald Rumsfeld you do feel there`s a large amount of sugar coating going on .<br /><br />To be honest despite the ridiculous plot twists etc WANTED isn`t really a bad thriller though it`s a terribly good one either . I never really had the urge to switch it off no matter how contrived it became which is an under hand compliment to the movie",0,Mixed,mixed
"It is real easy to toast, roast, flay, and otherwise burn this film for all of its abundant flaws. It was made by high school students and faculty and a whole community; it shows! Sure, I could examine the script which is just ridiculous. A monster created from the garbage of a growing Californian city starts eating garbage and taking garbage cans all over the city. Soon this huge beast with wings no less begins to destroy buildings and even plays the ""beauty and the beast"" act with a young high school girl. Fortunately for her there is a gang of guys, her former boyfriend nicknamed ""The Penguin,"" and the town drunk out to help her. The direction is awful, the production values just dreadful, the acting non-existent, and the pace sluggish. The movie is hard to sit through - period. However, that being said, it is also a miracle of a film when you consider that this thing was crafted by an entire community. You can see all the collective effort from the actors, the actual mayor and actual firemen and policemen, to the area location shots used. I also was really amazed at all the local businesses credited at the film's end with helping to finance or contribute in some way to the film. When you look at the film from that perspective, it is indeed quite an achievement. I didn't know anything about it before I sat down and watched it. Now that I have found out something about it, I am impressed. But make no mistake - I have no...NO...desire to sit through it again.",0,Mixed,mixed
"Although it can be VERY tedious at times, this movie is really not all that bad. The acting is fairly well done, if stereotypical, and the production values are pretty high considering some of the Sci-Fi movies that were to come later in the decade.<br /><br />My biggest problem with this film are some of the very outdated characterizations in it. There's the guy from Texas, the ""professional"" scientist, and worst of all the woman scientist who finally realizes her womanhood. For a film seeking to make a statement about mankind, it loses some of it's impact by reducing its characters through sexist stereotypes.",0,Mixed,mixed
"You have to hand it to writer-director John Hughes. With enormous success behind him in the misfit-teenager/high school vein, he managed to branch out into other areas of comedy, finding in the bargain a great ally in comedian-actor John Candy. Here, goof-off adult Candy becomes a better person after agreeing to babysit his brother's wiseacre kids; it's a surefire formula designed to please both cynical teens as well as their parents, and it isn't any wonder the film was a winner with theater audiences. Still, Hughes relies almost completely on Candy's charm to put the scenario over, and one may eventually grow tired of the repetitious gags with the star front and center. The kids are sitcom-smart, the other adults shapeless blobs, and Amy Madigan is too intense, too hyped-up playing Uncle Buck's girlfriend. Later became a TV series, which is befitting since the material was already television-perfected. *1/2 from ****",0,Mixed,mixed
"This 1950's howler is so bad it's unintentionally funny. Tom Conway portrays Dr. Gerard, a scientist who is turning natives into a monster using voodoo. His poor wife, played by Mary Ellen Kay, is being held captive by her wacko hubby who has no time for her but threatens to kill her if she leaves him. Along comes Marla English as a greedy murderess who has already killed a man to find treasure in the jungle. Her idiot boyfriend, portrayed by Lance Fuller, is along on the safari. They hire ""Touch"" Connors, (later renamed Mike Connors, of Mannix fame) as a guide. English is a terrible actress, but hey, no one else in the cast were turning in academy award winning performances either. ""Touch"" (I'm sorry, I can't even type the name without cracking up, I mean, what the...) gave the only half way decent performance of the bunch and that's saying a lot. The monster is only seen briefly, and the ending is predictable to say the least. I would say this movie falls into the ""it's so bad, it's almost good"" category of movies. It's good on a rainy night when nothing else is on the tube.",0,amusing,amusing
"I love John's work as a singer, but the movie was dull and 'no worth the time' to view. <br /><br />I thought he did an 'ok' job at acting his part. When he says, ""your having an affair with the ol' man"", to his co-star, I kinda chuckled at his facial movements... or lack thereof. <br /><br />I would suggest the movie if you like John's music but not as a Saturday night video. <br /><br />If you love his music, then the video has a little music from him in it, but not much. <br /><br />So so.. at best",0,Mixed,mixed
"The first time I saw this film it was with this cute girl I was attracted to. we had a lot of fun laughing at it and generally making fun. So my impression was that it was terrible but watchable for cheeseyness value. Then, as part of our anniversary, we watched it together again on video. As it turns out, the movie is just terrible and unwatchable. It's amazing how cute girls can change the way the world looks.",0,Mixed,mixed
"Meek and mild Edward G. Robinson (as Wilbert Winkle) decides to quit his bank job and do what he wants, open a ""fix-it"" repair shop behind his house. Mr. Robinson is married, but childless; he has befriended local orphanage resident Ted Donaldson (as Barry). Young Donaldson is an eager workshop assistant, and sees Robinson as a father figure. Robinson's nagging wife Ruth Warwick (as Amy) is unhappy with Robinson's job choice, and conspires to return matters to her idea of normalcy. Their lives are further disrupted when Robinson is drafted.<br /><br />The war also disrupts what might have been an interesting story, as Robinson's character struggles against a domineering, unsympathetic wife. Possibly, filmmakers are showing how war can save marriages and positively redirect lives. Robinson and Donaldson are a likable team. Robert Mitchum has an inauspicious bit part. The ending ""trick"" played by Ms. Warwick and Donaldson is predictably staged.",0,Mixed,mixed
"This was truly horrible. Bad acting, bad writing, bad effects, bad scripting, bad camera shots, bad filming, bad characters, bad music, bad editing, bad casting, bad storyline, bad ... well, you get the idea. It was just, just ... what's the word? Oh yeah ... BAD!",0,EXTREMELY,extremely
"From the beginning, 'Til There Was You was on the right track, setting up for the big finish where it would all come together. But the thing is, it didn 't. I found the ending extremely disappointing, but maybe in someway it was the right ending; a little more realistic you could say. Judge for yourself.",0,Disappointing.,disappointing
"Cheaply-made, poorly acted, and unimaginatively directed, Flight to Mars still is entertaining despite what its has going against it. A flight to Mars is planned with five people(three older gentleman, Cameron Mitchell as a newspaperman, and one female scientist/obvious love interest)""manning' the ship. The spaceship gets there and finds that very human-like Martians live there and have technological advances that would make Earth blush. But all is not rosy in the subterranean cities of the Martians(here shown as some caves and a few rooms). The Martians are a dying planet and one faction wants the Earthlings to fix the ship only to take it away at the last moment and then mobilize for an attack on Earth and another faction wants to talk peace and see if they cannot persuade Earth to give them living space. The special effects here are pretty lame even for 50's sci-fi standards complete with slow-moving rocket ship, pastel/neon alien garb where the women wear shorts that would make many blush(except the men of course), and little less offered. Cameron Mitchell is the journalist and is affable if nothing else. Marguerite Chapman is beautiful in very short shorts but adds little acting range. The rest of the cast is filled with some older sci-fi veterans like Arthur Franz and Morris Ankrum doing serviceable jobs. This isn't a premiere sci-fi film from the Golden Age by any standard, but it is very watchable and zips by at fast pace.",0,Entertaining,entertaining
"Oh dear! ohdear!ohdear!ohdear!<br /><br />I love science fiction but this... er... 'movie' just puts space flicks to shame. Every sci fi film I've seen over the last YEAR has been disappointing to some degree, and I'm now seriously reconsidering what genre of movies I actually like in future!! (Maybe I'll watch romance flicks from now on!) <br /><br />SPOILERS ALERT! (And thats not saying much!)<br /><br />This flick is so insipidly dumb it rivals Battlefield Earth and Baby Geniuses in sheer badness. The special effects are obviously fake, the Big Mac Truck looked stoopid with its roller coaster seat restraints, the killer robots looked like a more idiotic version of the Power Rangers, a huge fat guy is sucked out of a port hole window butt first and... Space Truck School??? WTF?<br /><br />Mr Hopper can do better than this. What really stunk were the two good-looking young things who accompany him and run around in nothing but their underpants (??) for an entire two thirds of the flick! The obligatory 'sex scene' (snicker!) between our young heroes was so poorly performed I nearly choked on my tonsils laughing at the TV screen.<br /><br />The only character worth mentioning is the pirate ship captain/cyborg/mad scientist. He oozed the word grotesque and was predictably sleazy, but I believe he could've been much more menacing. He does and says things which are quite funny (all the best scenes involve him!) so for the captain I give this movie an extra point.<br /><br />But this flick is so bad it'll make you want to hurl abuse at the TV or maybe throw your TV out the window! It may even kill off a few brain cells and put you into a catatonic state.<br /><br />CONCLUSION? I like the way the captain struggles to walk around on his peg leg when its obviously a fake peg leg!! I would've given it 0 out of 10, but since he cracks me up with his stoopid antics... this flick gets 1/10!",0,Hilarious,hilarious
"Okay,<br /><br />I realize that there are some doubting Thomas's out there...I was one of them...but then I saw this masterpiece of celluloid.<br /><br />All I can say is that the scene in which George Wendt gets sucked out of the spaceship BY HIS A** left me trembling. I sometimes sit bolt upright in my bed, screaming like an old man on a proctologist's table thinking about it. If the director is reading this... I would pay to be an extra in the sequel.",0,ecstatic,ecstatic
"K, one day my father picked up a movie with a 'neat' cover. Got home with my mom and we were like yay lets watch this new movie we never saw before! .. Ok so it started ... interesting start, cool robots and disgusting gore (eek) on a strange planet (actually it was Pluto wasn't it?)... Blablabla I could tell the whole story but I rather not point, WTF NEVER EVER pick up a movie with a lame ass name, and seriously don't EVER I mean EVER judge a book by its cover (err tape..) it looked like an interesting movie HOWEVER it was a slap to the face for sci-fi movies, its DISGUSTING. I mean it was so bad I just started laughing (I swear it tryed to be serious) I CANT DESCRIBE THE STUPIDITY! It killed more then a million brain cells of mine I can't even write a descent critique. ITS THAT BAD! Argh and I wana prepare you for something ""strange' *COUGH COUGH* mechanical p3n1$ *COUGH COUGH* Sorry just had to say it, its so funny, think of it as a commedy or a parody of sorts for sci-fi movies. Its classic batman laughs but in a new packaging. What the hell was this director thinking?",0,Hilarious,hilarious
"If you're one of those people who doesn't really like Sci-fi because of their sometimes far-fetched ideas and surreal world perspectives, you better stay away as far as you can from Stuart Gordon's Space Truckers! It truly is an absurd space adventure, stuffed with eccentric characters, colorful kitsch and ludicrous plot-twists. In all honestyI probably never would have cared for this film, if it wasn't for Gordon's name on the credits. This guy comes pretty close to being a genius in the horror genre, with undeniable milestones like From Beyond' and Re-Animator' on his résumé. Apparently, Stuart Gordon likes his humor as twisted as possible! He already went completely over the comedy-top once (with Re-Animator) but, with the slight difference that the bizarre humor was effective there. Something that isn't really the case for Space Truckersmost of the gags lead nowhere and the entirely exaggerated atmosphere only works in small doses. In the end, all that remains is an occasionally amusing but completely unnecessary mess. Dennis Hopper and Charles Dance (or at least a semi Charles Dance) are always a joy to look at and the still stunning Barbara Crampton has a small role near the end of the film. Crampton was Stuart Gordon's regular heroine in previous horror films. The story of Space Truckers is as silly as they come. Dennis Hopper plays the self-made loner who's fed up with his job. Who wouldn't be when you're transporting pigs across the galaxy for a company named Interpork? He sees his change to flee while bringing his muse to earth. They float into Space-pirates and find out their cargo is meant to wipe out half the universe! Stuart Gordon wisely returned to making horror again after this little escapade. Since Space Truckers, he already made the sublime `King of the Ants' and the absolutely brilliant `Dagon'",0,Mixed,mixed
"Wow, umm this was a very, how to say it, different type of movie. It calls itself a comedy...but it wasnt really laught out loud funny at all. It was insane. If you are willing to accept that 3 people survive a calamity of a global scale, why not 4? or 5?.....and why did it suddenly end without anything happening??? They could have made this much better by simply having another element in the plot such as a dumpy female for the ugly dude or something.......zinc, riduculous....ahh<br /><br />i dunno..watch it...it wasnt that bad.....sorta funny at times....i guess...<br /><br />schneider",0,Mixed,mixed
"Lovely music. Beautiful photography, some of scenes are breathtaking and affecting. But the dramatic tension is lost in a film that is so poorly edited it is hard to know what exactly is going on. At times, the dialogue is incomprehensible. Then there is Richard Gere. He's supposed to be a factory worker who gets into trouble and gets work on a farm. We see dozens of farmhands sweaty and dirty in the hot sun. Then we see Gere, looking like he just wandered away from a Calvin Klein ad. Sam Shepard, another glamour guy, is supposed to be terminally ill. But he looks great. Nice try, but it just doesn't work. Brook Adams try hard but she gets lost in the scenery.The real star is the girl.",0,Mixed,mixed
"The great Yul Brynner, who won an 'Oscar', and who has starred blockbusters such as 'The Ten Commandments' among lots of others, ended his remarkable career with cheap backlot movies such as this one, 'Sartana', and such. Regretable, indeed. One should take pity on seeing him making his very best to make this idiotic thing stand. Gone were the days when he was surrounded by Steve McQueen, James Coburn, Charles Bronson, Eli Wallach, in 'The Magnificent Seven', and walked around under the famous Elmer Bernstein soundtrack. It's difficult to make a living out of being an actor, sometimes.",0,Regretful,regretful
"I was unfortunate enough to see this movie at a friends' house. What an utter waste of time. What an utter and complete piece of crap this movie is! Absolutely nothing is funny in it, from the shower scene to the insulting and degrading portrayal of Germans. There is no plot, the acting made me gag and at the end, I personally wanted to beat John Leguizamo with a stick. I thought John Woo movies were bad.....this movie is officially the worst movie that I have ever seen.",0,Horrifically,horrifically
"I'd like to start by saying I would not go see this movie again if they were giving out popcorn made of solid gold and the ticket granted me eternal life. This movie was terrible. I can't give this it a truly honest rating because there are no negative stars. The acting is absolutely terrible. This movie is a travesty, based on the classic, ""The Most Dangerous Game"". If you really want to torture yourself for 90 minutes rent something like Gigli. At least J-Lo provides some better scenery, Ben should pacify the ladies viewing it. I'm not upset about the $7 I paid to see the move, I'd just like the 90 minutes of my life back.<br /><br />""Can you give me my time back!?!"" Samuel L. Jackson, Changing Lanes",0,Horrified,horrified
"Like most everyone who views this movie, I did it for the stars Michael Madsen and Dennis Hopper. The two are extremely underrated and sadly, because of that, have to headline a lot of crap. In this film, Hopper plays a guy who accidentally kills a blackmailer and is offered help from the mysterious Madsen.<br /><br />The film actually isn't as terrible as it could have been. I've seen both in much worse, both independently and working together (LAPD, horrible film). The direction was pretty poor and the script needed a few re-writes, but both give the best performance possible with the material offered. Also the ending is pretty strong, so you can tell the story had potential. But when a glowing review of a film is, ""It could have been much worse"", it doesn't say much for the film itself.<br /><br />All in all, this is one that can easily be skipped if neither of these actors draw you in. But if you're a fan of either or both, give it a watch. They both give strong performances that outshine the obvious flaws of the film. Trust me, there are much worse options out there.",0,Mixed,mixed
