text,answer,prediction
"Look for any mention of future gold prices.. Can a FuturePrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: December gold trades 0.1% lower at $1,275.80/oz.
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a mention of a PastNews in relation to gold in the news headline? Please answer with Yes or No.
Text: December gold trades 0.1% lower at $1,275.80/oz.
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: December gold trades 0.1% lower at $1,275.80/oz.
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a mention of a Asset Comparision in relation to gold in the news headline? Please answer with Yes or No.
Text: December gold trades 0.1% lower at $1,275.80/oz.
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Look for indications that the price of gold is increasing.. Is there a Direction Up in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Consider whether the headline references past prices of gold.. Can a PastPrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No.
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",Yes,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: benchmark mf hopes for gold etf
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Does the news headline indicate a Direction Up in the context of gold commodities? Your answer should be Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Look for indications that the price of gold is stable.. Does the news headline indicate a Direction Constant in the context of gold commodities? Your answer should be Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a PastPrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline indicate a PastNews in the context of gold commodities? Your answer should be Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Look for any references to future events concerning gold.. In the context of gold, is there a FutureNews implied in the news headline? Respond with Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: Gold Prices Turn Lower as Sentiment Remains Supported
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Does the news headline provide information on a Price or Not regarding gold? Your answer should be either Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",Yes,No.
"Look for indications that the price of gold is decreasing.. Does the news headline provide information on a Direction Down regarding gold? Your answer should be either Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No
"Look for indications that the price of gold is stable.. Is there a Direction Constant in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline provide information on a PastPrice regarding gold? Your answer should be either Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",Yes,No.
"Look for any mention of future gold prices.. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No.
"Look for any references to future events concerning gold.. Can a FutureNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold prices top $540 in afternoon dealings
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",Yes,Yes
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No
"Look for indications that the price of gold is stable.. Does the news headline indicate a Direction Constant in the context of gold commodities? Your answer should be Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a FuturePrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No.
"Consider if the headline compares gold with other assets.. Is there a mention of a Asset Comparision in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold miner ETF rises as futures look at highest settlement in 3 months
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Does the news headline provide information on a Price or Not regarding gold? Your answer should be either Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No.
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",Yes,Yes.
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",Yes,No
"Look for any mention of future gold prices.. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline indicate a PastNews in the context of gold commodities? Your answer should be Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Gold slips on sluggish demand, weak global cues
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a Price or Not in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a PastPrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",No,No
"Look for any references to future events concerning gold.. Is there a mention of a FutureNews in relation to gold in the news headline? Please answer with Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: Commodity outlook: Gold may see low-level buying, crude to stabilise
Answer:",Yes,No.
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. Is there a mention of a Direction Up in relation to gold in the news headline? Please answer with Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No
"Look for any references to future events concerning gold.. In the context of gold, is there a FutureNews implied in the news headline? Respond with Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No
"Consider if the headline compares gold with other assets.. Can a Asset Comparision in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a Price or Not in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",Yes,Yes.
"Look for indications that the price of gold is stable.. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No.
"Consider whether the headline references past prices of gold.. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",Yes,No.
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No.
"Look for any references to future events concerning gold.. Is there a mention of a FutureNews in relation to gold in the news headline? Please answer with Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No
"Consider if the headline compares gold with other assets.. Can a Asset Comparision in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold futures finish with a 5% loss for the week
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Look for indications that the price of gold is stable.. Is there a mention of a Direction Constant in relation to gold in the news headline? Please answer with Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",Yes,No
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Look for any references to future events concerning gold.. Is there a FutureNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Consider if the headline compares gold with other assets.. In the context of gold, is there a Asset Comparision implied in the news headline? Respond with Yes or No.
Text: gold steady on greek crisis, us growth concerns
Answer:",No,No
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",Yes,Yes.
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is there a PastPrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Can a PastNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No.
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: MCX GOLD Dec contract down marginally
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Look for indications that the price of gold is increasing.. Does the news headline indicate a Direction Up in the context of gold commodities? Your answer should be Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No.
"Look for indications that the price of gold is stable.. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Look for any mention of future gold prices.. Does the news headline provide information on a FuturePrice regarding gold? Your answer should be either Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",Yes,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: moody's may upgrade ratings on gold kist
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",Yes,No.
"Look for indications that the price of gold is stable.. Is there a Direction Constant in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No
"Consider whether the headline references past prices of gold.. Can a PastPrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",Yes,No.
"Look for any mention of future gold prices.. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline indicate a Asset Comparision in the context of gold commodities? Your answer should be Yes or No.
Text: gold prices dip in asia with many markets shut for may 1 holiday
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",Yes,Yes.
"Look for indications that the price of gold is decreasing.. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No
"Look for indications that the price of gold is stable.. Does the news headline indicate a Direction Constant in the context of gold commodities? Your answer should be Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a mention of a PastNews in relation to gold in the news headline? Please answer with Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No
"Look for any references to future events concerning gold.. Is there a FutureNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: gold prices up by rs 125 to regain rs 30,000 level
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Does the news headline indicate a Direction Down in the context of gold commodities? Your answer should be Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Look for any mention of future gold prices.. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a mention of a PastNews in relation to gold in the news headline? Please answer with Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",Yes,No
"Look for any references to future events concerning gold.. Does the news headline indicate a FutureNews in the context of gold commodities? Your answer should be Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: ‘Impending gold production cliff’ may deliver a jolt to prices
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Does the news headline provide information on a Direction Constant regarding gold? Your answer should be either Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",No,No.
"Consider whether the headline references past prices of gold.. Is there a mention of a PastPrice in relation to gold in the news headline? Please answer with Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",Yes,No
"Look for any mention of future gold prices.. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",No,No
"Look for any references to future events concerning gold.. Can a FutureNews in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",No,No
"Consider if the headline compares gold with other assets.. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold, silver pull back from their more than two-decade highs
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a mention of a Direction Down in relation to gold in the news headline? Please answer with Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Is there a Direction Constant in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",Yes,No
"Look for any mention of future gold prices.. Is there a mention of a FuturePrice in relation to gold in the news headline? Please answer with Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",No,No
"Look for any references to future events concerning gold.. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a Asset Comparision in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: oil, gold lower on saudi hints of opec production hike
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",Yes,Yes.
"Look for indications that the price of gold is increasing.. Does the news headline provide information on a Direction Up regarding gold? Your answer should be either Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No.
"Look for indications that the price of gold is decreasing.. Is there a mention of a Direction Down in relation to gold in the news headline? Please answer with Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",Yes,No.
"Look for any mention of future gold prices.. Can a FuturePrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No.
"Consider if the headline compares gold with other assets.. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: gold reverses gains, down 0.1% to $995.40 an ounce
Answer:",No,No
"Consider whether the headline mentions the price of gold.. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
